ADBE,Adobe Systems Incorporated,20140515,Adobe's Creative Cloud down; says working to restore suite ,May 15 Adobe Systems Inc said late on Thursday it was working to fix login issues for its Creative Cloud suite  more than 24 hours after users said they were unable to access some of its products.,topStory
GOOG,Alphabet Inc,20140515,EU's Almunia sees Google antitrust decision after summer break ,ST GALLEN  Switzerland  May 15 EU regulators plan to issue a final decision on their competition probe into Google after the summer break  the EU's antitrust chief said  after rivals such as Microsoft complained about how Google displays Internet search results.,topStory
GOOG,Alphabet Inc,20140515,Major U.S. hedge funds sold 'momentum' Internet names in 1st qtr ,NEW YORK  May 15 Top hedge funds shed their stakes in high-profile Internet names such as Netflix Inc  and Groupon Inc in the first quarter  moving to peers viewed as more mature and less volatile.,normal
GOOGL,Alphabet Inc,20140515,EU's Almunia sees Google antitrust decision after summer break ,ST GALLEN  Switzerland  May 15 EU regulators plan to issue a final decision on their competition probe into Google after the summer break  the EU's antitrust chief said  after rivals such as Microsoft complained about how Google displays Internet search results.,topStory
GOOGL,Alphabet Inc,20140515,Major U.S. hedge funds sold 'momentum' Internet names in 1st qtr ,NEW YORK  May 15 Top hedge funds shed their stakes in high-profile Internet names such as Netflix Inc  and Groupon Inc in the first quarter  moving to peers viewed as more mature and less volatile.,normal
AAPL,Apple Inc,20140515,REFILE-UPDATE 1-With its sights on Apple  China smartphone maker Xiaomi unveils first tablet ,BEIJING  May 15 Chinese budget smartphone maker Xiaomi unveiled on Thursday its first tablet  expanding its product lineup to directly challenge established rivals Samsung Electronics Co Ltd and Apple Inc.,topStory
AMAT,Applied Materials Inc,20140515,UPDATE 2-Applied Material posts higher quarterly revenue  stock gains ,(Adds details from analyst call  comment; updates stock move),topStory
AMAT,Applied Materials Inc,20140515,Applied Material's second-quarter revenue meets expectations ,SAN FRANCISCO  May 15 Top chip gear-maker Applied Materials on Thursday posted higher fiscal second-quarter revenue that met analysts' expectations as a slow personal computer market weighed against demand for smartphones and memory chips.,normal
ADSK,Autodesk Inc,20140515,UPDATE 1-Autodesk result beats Street on strong software sales ,May 15 Autodesk Inc raised its full-year revenue forecast After reporting quarterly profit and revenue above analysts' expectations  helped by higher sales of its computer-aided design software to engineering and construction companies.,topStory
ADSK,Autodesk Inc,20140515,Autodesk revenue rises on higher software sales ,May 15 Autodesk Inc reported a 4 percent rise in quarterly revenue  helped by higher sales of its computer-aided design software to engineering and construction companies.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
DLBL,Barclays PLC,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DLBL,Barclays PLC,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
DTYL,Barclays PLC,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DTYL,Barclays PLC,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
CHTR,Charter Communications Inc,20140515,Comcast  Charter choose executive to lead spinoff company ,Comcast Corp  and Charter Communications Inc  said on Thursday that cable veteran Michael Willner will run the cable company that will be spun off as part of a three-way deal that hinges on regulators approving Comcast's $45 billion takeover of Time Warner Cable Inc .,topStory
CHTR,Charter Communications Inc,20140515,Comcast  Charter choose executive to lead spinoff company ,May 15 Comcast Corp and Charter Communications Inc said on Thursday that cable veteran Michael Willner will run the cable company that will be spun off as part of a three-way deal that hinges on regulators approving Comcast's $45 billion takeover of Time Warner Cable Inc.,normal
CSCO,Cisco Systems Inc,20140515,CORRECTED-Cisco shares jump as demand recovers in key markets ,(Corrects paragraph 4 to say book-to-bill ratio  not book-to-build ratio),topStory
CSCO,Cisco Systems Inc,20140515,UPDATE 3-Cisco's strong U.S. sales  popular Nexus product raise revenue ,(Adds comment from CFO  forward guidance  sales figures and details),normal
CMCSA,Comcast Corporation,20140515,Comcast  Charter choose executive to lead spinoff company ,Comcast Corp  and Charter Communications Inc  said on Thursday that cable veteran Michael Willner will run the cable company that will be spun off as part of a three-way deal that hinges on regulators approving Comcast's $45 billion takeover of Time Warner Cable Inc .,topStory
CMCSA,Comcast Corporation,20140515,Comcast  Charter choose executive to lead spinoff company ,May 15 Comcast Corp and Charter Communications Inc said on Thursday that cable veteran Michael Willner will run the cable company that will be spun off as part of a three-way deal that hinges on regulators approving Comcast's $45 billion takeover of Time Warner Cable Inc.,normal
EBAY,eBay Inc,20140515,HIGHLIGHTS-Top U.S. hedge funds clung to eBay  sold GM in first quarter ,May 15 Top U.S. hedge fund managers in the first quarter zoned in on the consumer sector  with investments that included eBay Inc  Dollar General Corp and Walgreen Co.,topStory
EBAYL,eBay Inc,20140515,HIGHLIGHTS-Top U.S. hedge funds clung to eBay  sold GM in first quarter ,May 15 Top U.S. hedge fund managers in the first quarter zoned in on the consumer sector  with investments that included eBay Inc  Dollar General Corp and Walgreen Co.,topStory
GILD,Gilead Sciences Inc,20140515,Major U.S. hedge funds sold 'momentum' Internet names in 1st qtr ,NEW YORK  May 15 Top hedge funds shed their stakes in high-profile Internet names such as Netflix Inc  and Groupon Inc in the first quarter  moving to peers viewed as more mature and less volatile.,normal
GRPN,Groupon Inc,20140515,Major U.S. hedge funds sold 'momentum' Internet names in first-quarter ,NEW YORK Top hedge funds shed their stakes in high-profile Internet names such as Netflix Inc and Groupon Inc in the first quarter  moving to peers viewed as more mature and less volatile.,topStory
GRPN,Groupon Inc,20140515,Major U.S. hedge funds sold 'momentum' Internet names in 1st qtr ,NEW YORK  May 15 Top hedge funds shed their stakes in high-profile Internet names such as Netflix Inc  and Groupon Inc in the first quarter  moving to peers viewed as more mature and less volatile.,normal
IEP,Icahn Enterprises LP,20140515,HIGHLIGHTS-Top U.S. hedge funds divided over GM in first quarter ,(Adds Appaloosa Management  Paulson Management and Carl Icahn filings),topStory
DTYS,iPath US Treasury 10-year Bear ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DTYS,iPath US Treasury 10-year Bear ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
DTUS,iPath US Treasury 2-year Bear ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DTUS,iPath US Treasury 2-year Bear ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
DTUL,iPath US Treasury 2-year Bull ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DTUL,iPath US Treasury 2-year Bull ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
DFVS,iPath US Treasury 5-year Bear ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DFVS,iPath US Treasury 5-year Bear ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
DFVL,iPath US Treasury 5-year Bull ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DFVL,iPath US Treasury 5-year Bull ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
FLAT,iPath US Treasury Flattener ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
FLAT,iPath US Treasury Flattener ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
DLBS,iPath US Treasury Long Bond Bear ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
STPP,iPath US Treasury Steepener ETN,20140515,MOVES- Barclays  Arab Banking ,(Adds RBC Capital Markets  Willis North America  U.S. Bank Wealth Management),topStory
STPP,iPath US Treasury Steepener ETN,20140515,Barclays to issue at least $1 bln of CoCos under swap offer ,LONDON  May 15 Britain's Barclays Plc  will issue at least $1 billion of new bonds that can convert into shares if the bank hits trouble under an offer to debt investors to exchange old bonds for new securities.,normal
MSFT,Microsoft Corporation,20140515,Now the hard part: Microsoft CEO touts new Surface tablets ,NEW YORK Satya Nadella has enjoyed a fairly smooth ride in his first 100 days as Microsoft Corp chief executive  but he risks hitting a rough patch next week when he unveils the latest models of the tepidly received Surface tablet.,topStory
