SRCE,1st Source Corporation,20160721,BRIEF-1st Source posts Q2 earnings per share $0.56 ,* 1St source corporation announces second quarter earnings  cash dividend declared,topStory
ABAX,ABAXIS Inc,20160721,BRIEF-Abaxis Q1 earnings per share $0.30 ,* Board of directors has approved a $30 million increase to its existing share repurchase program  to a total of $54 million,topStory
ADMP,Adamis Pharmaceuticals Corporation,20160721,BRIEF-Adamis Pharma provides update on license pact with Allergan ,* Decision follows Adamis' receipt from FDA of a complete response letter in june,topStory
ADBE,Adobe Systems Incorporated,20160721,BRIEF-Surveymonkey says appoints Tom Hale as President ,* Hale has served in senior positions at Linden Lab and Adobe systems,topStory
ADBE,Adobe Systems Incorporated,20160721,BRIEF-Adobe co-chairman John Warnock sells 2 000 shares of co's common stock ,* Co-Chairman  John Warnock reports open market sale of 2 000 shares of co's common stock at average price of $98.51/share on July 20  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),normal
AMD,Advanced Micro Devices Inc,20160721,BRIEF-Advanced Micro Devices expects 2016 capital expenditures of about $80 mln ,* For the full year 2016  expect revenue to grow low single digit percentage year-over-year,topStory
AMD,Advanced Micro Devices Inc,20160721,BRIEF-AMD Q2 non-GAAP loss per share $0.05 ,* Q2 revenue $1.027 billion versus i/b/e/s view $951.3 million,normal
ADXS,Advaxis Inc,20160721,BRIEF-Advaxis' AXAL Receives Fast Track Designation by FDA ,* Advaxis' AXAL receives fast track designation by the FDA as adjuvant therapy for high-risk locally advanced cervical cancer patients  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1 646 223 8780),topStory
ASPS,Altisource Portfolio Solutions SA,20160721,BRIEF-Altisource Portfolio Solutions Q2 adjusted earnings per share $1.58 ,* Altisource announces second quarter results; strong progress on strategic initiatives,topStory
AIMC,Altra Industrial Motion Corp,20160721,BRIEF-Altra Industrial Motion posts Q2 earnings of $0.36/share ,* Second-Quarter 2016 net sales were $182.7 million  compared with $196.6 million in q2 of 2015,topStory
AMZN,Amazoncom Inc,20160721,Amazon enters student loan business in partnership with Wells Fargo ,Amazon.com Inc is entering the student loan business in a partnership with Wells Fargo & Co  offering cheaper rates for loans to Amazon customers who pay for a "Prime Student" subscription.,topStory
AMZN,Amazoncom Inc,20160721,UPDATE 2-Liberty Media CEO made offer for Pandora in recent months - WSJ ,July 21 Liberty Media Corp Chief Executive Greg Maffei made an offer to buy internet radio company Pandora Media Inc in recent months  valuing the company at more than $3.4 billion  the Wall Street Journal reported on Thursday.,normal
AMZN,Amazoncom Inc,20160721,UPDATE 2-Amazon enters student loan business in partnership with Wells Fargo ,July 21 Amazon.com Inc is entering the student loan business in a partnership with Wells Fargo & Co   offering cheaper rates for loans to Amazon customers who pay for a "Prime Student" subscription.,normal
AMZN,Amazoncom Inc,20160721,Amazon enters student loan business in partnership with Wells Fargo ,July 21 Amazon.com Inc is entering the student loan business in a partnership with Wells Fargo & Co   the companies announced Thursday.,normal
AMZN,Amazoncom Inc,20160721,BRIEF-Amazon.com announces lineup for its 2016 comedy pilot season ,* Announced lineup for its 2016 comedy pilot season which will debut august 19 in US  UK  Germany  Austria  and Japan  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom: +1-646-223-8780),normal
AMGN,Amgen Inc,20160721,Amgen  Allergan biosimilar found as effective as Roche cancer drug ,Amgen Inc and Allergan Plc said their copycat version of Roche Holding AG's blockbuster cancer treatment  Herceptin  was found as effective as the original in a late-stage study.,topStory
AMGN,Amgen Inc,20160721,Amgen  Allergan biosimilar found as effective as Roche cancer drug ,July 21 Amgen Inc and Allergan Plc  said their copycat version of Roche Holding AG's  blockbuster cancer treatment  Herceptin  was found as effective as the original in a late-stage study.,normal
AMGN,Amgen Inc,20160721,BRIEF-Allergan  Amgen collaborating on development  commercialization of four oncology biosimilars ,* In neoadjuvant phase of study  which included chemotherapy  there were more serious adverse events reported in ABP 980 group,normal
AMGN,Amgen Inc,20160721,BRIEF-Amgen announces settlement of securities litigation ,* Settlement class consists of purchasers of Amgen's publicly-traded securities during period from April 22  2004  through May 10  2007,normal
AAPL,Apple Inc,20160721,UPDATE 2-Liberty Media CEO made offer for Pandora in recent months - WSJ ,July 21 Liberty Media Corp Chief Executive Greg Maffei made an offer to buy internet radio company Pandora Media Inc in recent months  valuing the company at more than $3.4 billion  the Wall Street Journal reported on Thursday.,normal
AAPL,Apple Inc,20160721,Pokemon Go seen making billions for Apple (July 20) ,Apple Inc stands to rake in $3 billion in revenue from the Pokemon Go craze in the next one to two years as gamers buy "PokeCoins" from its app store  brokerage Needham & Co said.,normal
AAPL,Apple Inc,20160721,REFILE-Pokemon Go seen making billions for Apple (July 20) ,July 20 Apple Inc stands to rake in $3 billion in revenue from the Pokemon Go craze in the next one to two years as gamers buy "PokeCoins" from its app store  brokerage Needham & Co said.,normal
ATHN,athenahealth Inc,20160721,BRIEF-Athenahealth Q2 adjusted non-gaap earnings per share $0.34 ,* Athenahealth Inc qtrly GAAP net loss of $1.9 million  or loss of $0.05 per diluted share,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
DLBL,Barclays PLC,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DLBL,Barclays PLC,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
DTYL,Barclays PLC,20160721,BRIEF-Barclays sells Vocalink stake to Mastercard for 100 mln stg ,* Confirms sale of  majority of its shareholding in Vocalink Holdings  to Mastercard for 104 million stg,topStory
DTYL,Barclays PLC,20160721,Barclays wins dismissal of FHFA mortgage case ,Barclays Bank PLC on Tuesday won dismissal of a 2013 U.S. government-led lawsuit that sought to recover losses incurred by mortgage finance giant Freddie Mac on toxic mortgage-backed securities in a $642 million trust.,normal
BIIB,Biogen Inc,20160721,Biogen's profit easily beats Street view; CEO to leave ,Biogen Inc on Thursday reported second quarter profit that blew past Wall Street estimates and significantly raised its full-year earnings forecast  while announcing that Chief Executive George Scangos would step down in the coming months once a successor is found.,topStory
BIIB,Biogen Inc,20160721,UPDATE 2-Biogen's profit easily beats Street view; CEO to leave ,July 21 Biogen Inc on Thursday reported second quarter profit that blew past Wall Street estimates and significantly raised its full-year earnings forecast  while announcing that Chief Executive George Scangos would step down in the coming months once a successor is found.,normal
BIIB,Biogen Inc,20160721,Biogen CEO to leave; company plans $5 bln share buyback ,July 21 Biogen Inc said on Thursday Chief Executive George Scangos will leave the U.S. drugmaker in the coming months and that its board approved a $5 billion share repurchase program.,normal
BMRN,BioMarin Pharmaceutical Inc,20160721,BRIEF-BioMarin to provide updated data on Hemophilia drug ,* Biomarin to provide updated data for BMN 270 in Hemophilia A in late breaking oral presentation at the World Federation of Hemophilia (WFH) 2016 World Congress July 27th  Source text for Eikon:  Further company coverage:,topStory
BLBD,Blue Bird Corporation,20160721,BRIEF-American Securities submits letter to special committee of Blue Bird's board for acquisition of Blue Bird ,* Submitted indication of interest letter to special committee of Blue Bird's board for acquisition of Blue Bird Corp,topStory
