AMZN,Amazoncom Inc,20131101,Amazon tries free  on-time delivery to lure India online ,BANGALORE Free shipping on a 100 rupee ($1.60) book. Delivery times guaranteed to the minute.,topStory
AMCX,AMC Networks Inc,20131101,DIARY-NON S&P WEEK AHEAD - Part II ,** For events before Nov 06 please click on          ** For events after Nov 07 please click on            - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -  DATE     GMT/MP  COMPANY NAME AND PERIOD                   SYMBOL     EPS     No.OF   YEAR AGO                                                                     ESTIMATE   EST     EPS 06 Nov    BMO    Q2 2014 Abiomed  Inc.                         0.00     9     0.13 06 Nov    AMC    Q3 2013 ACAD,topStory
AAPL,Apple Inc,20131101,Nikkei hits 1-week closing low  hurt by Sony  Nitto Denko ,TOKYO  Nov 1 Japan's Nikkei fell to a one-week closing low on Friday  dragged down by Sony Corp  Apple Inc supplier Nitto Denko Corp and NTT Data Corp  after they sharply lowered their earnings guidance.     Gains in Panasonic Corp and mobile operator SoftBank Corp offered some respite  however.     The Nikkei fell 0.9 percent to 14 201.57 points  reversing earlier gains and adding to Thursday's 1.2 percent slide. Still  the benchmark was up 0.8 percent this week and is up 37 percent,topStory
BIDU,Baidu Inc,20131101,Baidu's Qunar doubles in debut as Chinese stocks make a U.S. comeback ,Shares of Qunar Cayman Islands Ltd  doubled in their market debut  underscoring revived investor interest in Chinese companies as they return to the U.S. IPO market after a series of scandals led to a collapse in listings in 2012.,topStory
BIDU,Baidu Inc,20131101,UPDATE 1-Baidu's Qunar doubles in debut as Chinese stocks make a U.S. comeback ,Nov 1 Shares of Qunar Cayman Islands Ltd  doubled in their market debut  underscoring revived investor interest in Chinese companies as they return to the U.S. IPO market after a series of scandals led to a collapse in listings in 2012.,normal
BIDU,Baidu Inc,20131101,CORRECTED-Chinese travel website Qunar's shares more than double in debut ,(Corrects valuation of company to $10.53 billion from $1.05 billion in first paragraph),normal
BIDU,Baidu Inc,20131101,RPT-Fitch Affirms Baidu at 'A' with Stable Outlook ,Nov 1 (The following statement was released by the rating agency),normal
BIDU,Baidu Inc,20131101,Baidu unit Qunar prices IPO above range  raises $167 mln - IFR ,HONG KONG  Nov 1 A Baidu Inc unit priced its initial public offering above a revised marketing range  raising a higher-than-expected $167 million in the deal  IFR reported on Friday  citing sources with direct knowledge of the deal.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20131101,Barclays suspends several traders in FX probe: source ,LONDON Britain's Barclays has suspended several traders amid multiple investigations into possible manipulation of benchmark foreign exchange rates  a banking industry source said on Friday.,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20131101,Barclays suspends several traders in FX probe -source ,LONDON  Nov 1 Britain's Barclays has suspended several traders amid multiple investigations into possible manipulation of benchmark foreign exchange rates  a banking industry source said on Friday.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20131101,NY's Barclays Center box holders claim shabby treatment due to race ,NEW YORK A group of Barclays Center luxury box holders sued the giant events center in Brooklyn on Thursday  claiming they have been treated badly because they are black.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20131101,NY's Barclays Center box holders claim shabby treatment due to race ,NEW YORK  Oct 31 A group of Barclays Center luxury box holders sued the giant events center in Brooklyn on Thursday  claiming they have been treated badly because they are black.,normal
BBBY,Bed Bath & Beyond Inc,20131101,UPDATE 1-Container Store shares double in debut as IPO market stays hot ,Nov 1 Shares of Container Store Group Inc  doubled in their U.S. market debut on Friday as investors encouraged by a recent run of impressive "first-day pops" piled into the stock.,normal
CETV,Central European Media Enterprises Ltd,20131101,Update-Moody's places CME's ratings (CFR at Caa1) under review for downgrade following revised 2013 OIBDA guidance and heightened concerns over liquidity ,Central European Media Enterprises Ltd.     ,topStory
CHTR,Charter Communications Inc,20131101,Exclusive: Charter weighs bid for Time Warner Cable by year-end -sources ,NEW YORK/LOS ANGELES Charter Communications Inc is weighing a bid for Time Warner Cable Inc before year-end and is trying to devise a deal structure that would lure the No. 2 U.S. cable operator's shareholders  people familiar with the matter said.,topStory
CHTR,Charter Communications Inc,20131101,EXCLUSIVE-Charter weighs bid for Time Warner Cable by year-end -sources ,NEW YORK/LOS ANGELES Nov 1 Charter Communications Inc is weighing a bid for Time Warner Cable Inc before year-end and is trying to devise a deal structure that would lure the No. 2 U.S. cable operator's shareholders  people familiar with the matter said.,normal
CRESY,Cresud SACIF y A,20131101,Fitch Places Bicbanco on Positive Watch on Acquisition Announcement ,(The following statement was released by the rating agency) SAO PAULO  November 01 (Fitch) Fitch Ratings has placed Banco Industrial and  Comercial S.A.'s (Bicbanco) national ratings on Rating Watch Positive and  removed the Negative Outlook on the L-T National Rating as follows: --Long-term National Rating 'A+(bra)';  --Short-term National Rating 'F1(bra)'. The rating action follows the announcement made by Bicbanco and China  Construction Bank Corporation (CCB) (Long-term IDR rated 'A'; Stable,topStory
EBAY,eBay Inc,20131101,UPDATE 1-Twitter-backer Benchmark Capital raises new venture fund ,SAN FRANCISCO  Oct 31 Benchmark  the firm behind companies ranging from eBay to Twitter  is raising a new venture fund  according to a person familiar with the situation.,topStory
EBAYL,eBay Inc,20131101,UPDATE 1-Twitter-backer Benchmark Capital raises new venture fund ,SAN FRANCISCO  Oct 31 Benchmark  the firm behind companies ranging from eBay to Twitter  is raising a new venture fund  according to a person familiar with the situation.,topStory
FB,Facebook Inc,20131101,Wall St. Week Ahead: Twitter's IPO to provide week's excitement ,NEW YORK Twitter will be the talk of Wall Street next week when the social media company goes public in the stock market's most anticipated initial public offering since 2012's Facebook . | Video ,topStory
FB,Facebook Inc,20131101,Analysis - Facebook's ad warning sounds a note of caution for Twitter ,SAN FRANCISCO Facebook Inc's investors and other proponents of the social network like to say that it captures one of the greatest concentrations of human attention on the planet and thus offers a boundless opportunity for advertisers.,normal
FSLR,First Solar Inc,20131101,US STOCKS-Futures point to slight gains at the open ,NEW YORK  Nov 1 U.S. stock index futures pointed to slight gains at the open on Friday  indicating a Wall Street rebound following two days of losses spurred by concerns over Federal Reserve policy.,topStory
FSLR,First Solar Inc,20131101,US STOCKS-Futures edge higher after two-day decline ,NEW YORK  Nov 1 U.S. stock index futures edged slightly higher on Friday  indicating a Wall Street rebound following two days of losses spurred by concerns over Federal Reserve policy.,normal
FSLR,First Solar Inc,20131101,US STOCKS-Futures edge higher after two-day decline ,NEW YORK  Nov 1 U.S. stock index futures edged slightly higher on Friday  indicating a Wall Street rebound following two days of losses spurred by concerns over Federal Reserve policy.,normal
LBTYA,Liberty Global plc,20131101,Liberty Global names European mobile chief in 'quad' push ,FRANKFURT U.S. Cable company Liberty Global  has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,topStory
LBTYA,Liberty Global plc,20131101,Liberty Global names European mobile chief in "quad" push ,FRANKFURT  Nov 1 U.S. Cable company Liberty Global has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,normal
LBTYB,Liberty Global plc,20131101,Liberty Global names European mobile chief in 'quad' push ,FRANKFURT U.S. Cable company Liberty Global  has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,topStory
LBTYB,Liberty Global plc,20131101,Liberty Global names European mobile chief in "quad" push ,FRANKFURT  Nov 1 U.S. Cable company Liberty Global has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,normal
LBTYK,Liberty Global plc,20131101,Liberty Global names European mobile chief in 'quad' push ,FRANKFURT U.S. Cable company Liberty Global  has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,topStory
LBTYK,Liberty Global plc,20131101,Liberty Global names European mobile chief in "quad" push ,FRANKFURT  Nov 1 U.S. Cable company Liberty Global has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,normal
LILA,Liberty Global plc,20131101,Liberty Global names European mobile chief in 'quad' push ,FRANKFURT U.S. Cable company Liberty Global  has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,topStory
LILA,Liberty Global plc,20131101,Liberty Global names European mobile chief in "quad" push ,FRANKFURT  Nov 1 U.S. Cable company Liberty Global has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,normal
LILAK,Liberty Global plc,20131101,Liberty Global names European mobile chief in 'quad' push ,FRANKFURT U.S. Cable company Liberty Global  has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,topStory
LILAK,Liberty Global plc,20131101,Liberty Global names European mobile chief in "quad" push ,FRANKFURT  Nov 1 U.S. Cable company Liberty Global has appointed a European mobile chief as it pushes into wireless services to meet growing demand for television  broadband  mobile and fixed-line services - so-called "quad play" - from one provider.,normal
MORN,Morningstar Inc,20131101,CORRECTED-Investors show concern over Blackstone home-rental bond ,NEW YORK  Nov 1 (IFR) - Kroll  Moody's  and Morningstar held phone conversations with cautious bond investors Friday following a three-city roadshow by structuring lead Deutsche Bank for the first-ever home-rental bond from Blackstone  described as a hybrid RMBS/CMBS.,topStory
MORN,Morningstar Inc,20131101,Pimco Total Return Fund rises 0.9 pct in October - Morningstar ,NEW YORK  Nov 1 The Pimco Total Return Fund  the world's largest mutual fund and which is run by Bill Gross  rose 0.93 percent in October  beating 50 percent of peers  preliminary data from Morningstar showed on Friday.,normal
NTRS,Northern Trust Corporation,20131101,MOVES-Goldman  Deutsche Bank  BlackRock  HSBC  Northern Trust ,Nov 1 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
NTRSP,Northern Trust Corporation,20131101,MOVES-Goldman  Deutsche Bank  BlackRock  HSBC  Northern Trust ,Nov 1 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
TSLA,Tesla Inc ,20131101,Nissan Leaf tops Norway Oct. car sales  extends electric success ,OSLO  Nov 1 Nissan's all-electric Leaf became Norway's top-selling car in October for the first time  extending a success for electrics after Tesla Motor Inc.'s  Model S led September sales  official statistics showed on Friday.,topStory
TSLA,Tesla Inc ,20131101,DIARY-U.S. MEETINGS/WEEK AHEAD ,THOMSON REUTERS  Nov 01 2013 - Corporate Meetings for US companies for Week ahead.         S&P 500 Earnings - Weekly           S&P 500 Earnings - Day Ahead        Non S&P 500 - Weekly               Non S&P 500 - Day Ahead             ConferenceCall/Webcast - Weekly    ConferenceCall/Webcast - Day        S&P 500 Earnings - Monthly           Meetings - Day Ahead                Economic Indicators                  Dividends                           Daily earnings hits & misses         Federal Rese,normal
VOD,Vodafone Group Plc,20131101,UPDATE 1-Vodafone keeps UK FTSE afloat on M&A speculation ,* Meggitt tumbles after cutting full-year guidance   (Updates prices at settle),topStory
VOD,Vodafone Group Plc,20131101,Vodafone rises on report of AT&T takeover interest ,LONDON Shares in Vodafone Group rose on Friday after a media report that U.S. mobile operator AT&T was exploring strategies for a potential takeover of the British telecoms firm.,normal
VOD,Vodafone Group Plc,20131101,Vodafone rallies  while RBS falls as FTSE 100 flatlines ,* RBS falls after announcing set up of internal "bad bank",normal
VOD,Vodafone Group Plc,20131101,European shares edge higher  led by Vodafone ,LONDON  Nov 1 European shares edged higher on Friday  led by heavyweight UK telecom Vodafone after a media report that U.S. peer AT&T was eyeing up a potential takeover bid.,normal
ASC,Ardmore Shipping Corporation,20131101,Chemical tankers in demand as U.S. exports soar ,* Cheap shale gas drives increase in U.S. chemical production,topStory
