AMGN,Amgen Inc,20130719,DEALTALK-Biotech takeover interest more fad than fashion ,July 19 Investors betting on a wave of big biotechnology deals following Amgen Inc's $10 billion bid for Onyx Pharmaceuticals Inc may well be disappointed.,topStory
AAPL,Apple Inc,20130719,G20 backs fundamental reform of corporate taxation ,LONDON/MOSCOW The G20 backed a "fundamental" rethink of the rules on taxing multinational corporations on Friday  taking aim at loopholes used by companies such as Apple  and Google  to avoid billions of dollars in taxes.,topStory
AAPL,Apple Inc,20130719,UPDATE 3-G20 backs fundamental reform of corporate taxation ,LONDON/MOSCOW  July 19 The G20 backed a "fundamental" rethink of the rules on taxing multinational corporations on Friday  taking aim at loopholes used by companies such as Apple and Google to avoid billions of dollars in taxes.,normal
AAPL,Apple Inc,20130719,G20 backs fundamental reform of corporate taxation ,LONDON/MOSCOW The G20 backed a "fundamental" rethink of the rules on taxing multinational corporations on Friday  taking aim at loopholes used by companies such as Apple and Google to avoid billions of dollars in taxes.,normal
AAPL,Apple Inc,20130719,UPDATE 1-G20 backs fundamental reform of corporate taxation ,LONDON/MOSCOW  July 19 The G20 backed a "fundamental" rethink of the rules on taxing multinational corporations on Friday  taking aim at loopholes used by companies such as Apple and Google to avoid billions of dollars in taxes.,normal
AAPL,Apple Inc,20130719,G20 back fundamental reform of corporate taxation ,LONDON  July 19 The G20 backed a fundamental rethink of the rules on taxing multinational corporations on Friday  taking aim at loopholes used by companies such as Apple  and Google to avoid billions of dollars in taxes.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
DLBL,Barclays PLC,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
DTYL,Barclays PLC,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
FB,Facebook Inc,20130719,UPDATE 1-Apple  Google  dozens of others urge U.S. surveillance disclosures ,July 18 Dozens of companies  non-profits and trade organizations including Apple Inc  Google Inc  and Facebook Inc sent a letter on Thursday pushing the Obama administration and Congress for more disclosures on the government's national security-related requests for user data.,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
DTUL,iPath US Treasury 2-year Bull ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
FLAT,iPath US Treasury Flattener ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
STPP,iPath US Treasury Steepener ETN,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
MSFT,Microsoft Corporation,20130719,Exclusive: Microsoft in talks with ValueAct over board seat - sources ,NEW YORK/SEATTLE Members of Microsoft Corp's board have held talks with ValueAct Capital Management LP in recent days over the activist shareholder's demands to secure a seat on the company's board  two sources close to the matter said on Friday.,topStory
MSFT,Microsoft Corporation,20130719,Microsoft shares hit by biggest sell-off since 2009 ,Microsoft Corp shares fell more than 11 percent on Friday  their biggest plunge in more than four years  a day after the software company posted dismal quarterly results due to weak demand for its latest Windows system and poor sales of its Surface tablet. | Video ,normal
MSFT,Microsoft Corporation,20130719,Nasdaq  Dow slip on tech weakness  S&P 500 edges up ,NEW YORK The Dow and Nasdaq stock gauges fell on Friday as disappointing results from Microsoft and Google dragged on the market  while the S&P 500 index edged up to end at a second straight record high. | Video ,normal
MSFT,Microsoft Corporation,20130719,UPDATE 3-Microsoft shares hit by biggest sell-off since 2009 ,* Analyst predicts shareholder activism this summer   (Updates with closing share price),normal
MSFT,Microsoft Corporation,20130719,US STOCKS-Nasdaq  Dow slip on tech weakness  S&P 500 edges up ,NEW YORK  July 19 The Dow and Nasdaq stock gauges fell on Friday as disappointing results from Microsoft and Google dragged on the market  while the S&P 500 index edged up to end at a second straight record high.,normal
MSFT,Microsoft Corporation,20130719,TREASURIES-U.S. bond prices rise for second week; weak stocks support ,* Benchmark yields fall  end week near two-week lows     * Fed buys $3.14 bln notes due 2020-23     * Treasury to sell $99 billion new supply next week     * Data suggests revived appetite for U.S. bonds       By Karen Brettell and Richard Leong     NEW YORK  July 19 U.S. Treasuries prices rose on Friday as disappointing earnings from technology giants Google and Microsoft weighed on stocks and rekindled safe-haven bids for bonds  pushing benchmark yields to two-week lows.     Google,normal
MSFT,Microsoft Corporation,20130719,REFILE-US STOCKS-Wall St down after record highs  Microsoft shares weigh ,NEW YORK  July 19 The Dow and Nasdaq fell on Friday  led by losses in tech shares after disappointing results from Microsoft and Google.,normal
MSFT,Microsoft Corporation,20130719,US STOCKS-Wall St set to open flat after tech sector disappoints ,* Investors may take profit after record highs on Dow  S&P,normal
MSFT,Microsoft Corporation,20130719,CORRECTED-US STOCKS-Futures mixed after tech sector results disappoint ,(Corrects share price of GE in second-last paragraph by adding decimal point),normal
MSFT,Microsoft Corporation,20130719,US STOCKS-Futures mixed after tech sector results disappoint ,* Investors could take profit after record highs on Dow  S&P,normal
SOHU,Sohucom Inc,20130719,China upstart Qihoo 360 in talks to buy Sohu's search engine ,BEIJING Qihoo 360 Technology Co  said it is in early talks with Sohu.com Inc  to buy its Sogou search engine  a deal estimated to be worth up to $1.4 billion and which would help the upstart command a quarter of China's search market.,topStory
SOHU,Sohucom Inc,20130719,Deals of the day -- mergers and acquisitions ,July 19 The following bids  mergers  acquisitions and disposals were reported by 2000 GMT on Friday:,normal
VVUS,VIVUS Inc,20130719,First Manhattan's point man on Vivus: Doctor and Buffett disciple ,NEW YORK When Dr. Sam Colin was an intern at the Yale School of Medicine  he often gave up the chance to catch a few minutes of sleep between shifts to read the latest investment insights from Warren Buffett.,topStory
VVUS,VIVUS Inc,20130719,First Manhattan's point man on Vivus: Doctor and Buffett disciple ,NEW YORK  July 19 When Dr. Sam Colin was an intern at the Yale School of Medicine  he often gave up the chance to catch a few minutes of sleep between shifts to read the latest investment insights from Warren Buffett.,normal
VVUS,VIVUS Inc,20130719,Market Chatter-Corporate finance press digest ,July 19 The following corporate finance-related stories were reported by media on Friday:,normal
VVUS,VIVUS Inc,20130719,Vivus set to give First Manhattan board majority -source ,NEW YORK Obesity drugmaker Vivus Inc  is close to reaching a settlement with First Manhattan Co  giving the dissident investor a majority of the company board  a source familiar with the matter told Reuters on Thursday evening.,normal
VVUS,VIVUS Inc,20130719,UPDATE 3-Vivus gives First Manhattan board majority  Zook to be CEO ,* First Manhattan was pushing to replace entire Vivus board,normal
VOD,Vodafone Group Plc,20130719,Vodafone sees no let-up from European woes ,LONDON Vodafone said it did not expect any let-up in the pressures weighing on its business  as the world's second-largest mobile operator reported first-quarter results hit by regulation and recession across Europe.,topStory
VOD,Vodafone Group Plc,20130719,Vodafone hit by Germany and Italy woes ,LONDON  July 19 Vodafone posted an as expected first-quarter 3.5 percent drop in its key organic service revenue as increasing competition in Germany and Italy wiped out improvements in India at the world's second largest mobile operator.,normal
APA,Apache Corporation,20130719,Deals of the day -- mergers and acquisitions ,July 19 The following bids  mergers  acquisitions and disposals were reported by 1330 GMT on Friday:,topStory
APA,Apache Corporation,20130719,BP veteran Browne builds US Gulf oil acreage ,LONDON  July 19 Former BP chief executive John Browne is to preside over the biggest set of oil and gas assets in the shallower  mature section of the Gulf of Mexico after buying them from U.S.-based Apache Corp.,normal
AZN,Astrazeneca PLC,20130719,UPDATE 3-Vivus gives First Manhattan board majority  Zook to be CEO ,* First Manhattan was pushing to replace entire Vivus board,topStory
AUO,AU Optronics Corp,20130719,African Union says Madagascar polls hang in balance over Rajoelina ,ADDIS ABABA Madagascar's President Andry Rajoelina has failed to heed calls from the African Union (AU) to withdraw from upcoming elections  casting doubt on the polls  the pan-African body said on Friday.,topStory
ALV,Autoliv Inc,20130719,UPDATE 1-Car safety firm Autoliv sees brighter 2013 sales growth ,STOCKHOLM  July 19 Autoliv  the world's biggest maker of car safety equipment  said on Friday it would see sales this year at the top of its forecast range as a recovery in car production boosted demand in the second quarter.,topStory
ALV,Autoliv Inc,20130719,Autoliv Q2 profit beats forecast ,STOCKHOLM Autoliv   the world's biggest maker of car safety equipment like seatbelts and airbags  posted higher than expected quarterly earnings on Friday and forecast sales would grow robustly in the coming quarter.,normal
ALV,Autoliv Inc,20130719,RPT-Autoliv Q2 profit beats forecast ,STOCKHOLM  July 19 Autoliv  the world's biggest maker of car safety equipment like seatbelts and airbags  posted higher than expected quarterly earnings on Friday and forecast sales would grow robustly in the coming quarter.,normal
ALV,Autoliv Inc,20130719,Autoliv Q2 profit beats forecast ,STOCKHOLM  July 19 Autoliv  the world's biggest maker of car safety equipment like seatbelts and airbags  posted higher than expected quarterly earnings on Friday and forecast sales would grow robustly in the coming quarter.,normal
BAC,Bank of America Corporation,20130719,Stock funds worldwide gain $19.7 billion inflow: Bank of America ,NEW YORK Investors worldwide poured $19.7 billion into stock funds in the latest week as U.S. stocks hit record highs  a report from Bank of America Merrill Lynch said Friday.,topStory
BK,Bank Of New York Mellon Corporation (The),20130719,NYC funds pick State Street to replace BNY Mellon after FX flap ,BOSTON New York City pension funds have picked State Street Corp  to safeguard $137 billion  replacing incumbent Bank of New York Mellon Corp   which was accused in 2011 of overcharging the funds on foreign currency trades.,topStory
BCS,Barclays PLC,20130719,Top Barclays investor Abu Dhabi sold out of bank ,LONDON  July 19 The Abu Dhabi sheikh who helped rescue Barclays as part of the British bank's controversial fundraising during the financial crisis has sold all of his stake.,topStory
ABX,Barrick Gold Corporation,20130719,Exclusive: Chile indigenous group likely to appeal Barrick ruling -lawyer ,SANTIAGO A Chilean indigenous group will likely ask the Supreme Court to review a lower court decision on Barrick Gold Corp's Pascua-Lama gold mine  because the ruling does not go far enough to protect the environment  a lawyer representing the group told Reuters on Thursday.,topStory
BA,Boeing Company (The),20130719,FAA seeks inspections of Boeing 787 rescue beacons ,The Federal Aviation Administration said on Friday it will require inspections of emergency locator beacons on U.S.-registered Boeing Co  787 Dreamliners  but stopped short of making airlines disable or remove the devices blamed for a fire aboard a parked 787 in London last week.,topStory
BA,Boeing Company (The),20130719,US FAA wants inspections  not removal  of 787 emergency beacons ,July 19 The U.S. Federal Aviation Administration said on Friday it will call for inspections of emergency locator beacons on U.S. jetliners  but stopped short of requiring airlines to disable or remove the devices blamed for a fire aboard a parked Boeing 787 in London last week.,normal
BA,Boeing Company (The),20130719,Exclusive: Probe of Boeing's 787 focuses on condensation  emergency beacon ,WASHINGTON/SEATTLE Officials investigating the fire on a parked Ethiopian Airlines Boeing 787 are focused on how condensation and increased humidity could have sparked the blaze at London's Heathrow Airport last week  three sources familiar with the probe said.,normal
BA,Boeing Company (The),20130719,Honeywell cost cutting drives profit higher ,Honeywell International Inc  reported a stronger quarterly profit as it cut costs and sold more security systems for buildings and turbochargers for cars and trucks  nudging its shares to a lifetime high.,normal
