0 0 0 0 0 0 0 0 0 0 223 53 10 114 992 2000 193 1918 489 1444 -0.042635
0 0 0 0 0 0 0 886 597 54 188 218 31 219 6 1849 886 597 151 59 0.008257
0 0 0 0 0 0 886 597 13 54 188 218 31 219 6 1849 886 597 151 59 0.008257
0 0 0 0 0 0 0 0 0 0 0 0 233 13 507 39 163 363 1170 598 0.008257
0 0 0 0 0 0 0 0 0 0 0 0 0 1046 117 23 2 24 1046 117 0.000452
0 0 23 6 242 1775 75 172 1445 23 1046 851 2000 43 172 2000 1250 523 2000 2000 0.000452
0 0 0 0 6 242 1775 9 172 1445 1046 851 2000 43 172 2000 1250 523 2000 2000 0.002709
0 0 0 0 0 0 0 0 23 6 242 1775 75 172 1445 696 2000 940 477 1685 0.002709
1776 144 13 18 95 118 41 225 435 2 24 32 405 1776 144 54 128 2000 210 200 0.002709
0 0 0 0 0 0 72 553 29 61 501 1777 553 1292 271 1204 35 86 76 334 -0.003836
0 0 0 0 0 0 0 1047 71 406 29 237 668 332 1251 17 105 4 490 52 -0.003836
0 0 0 0 0 0 0 0 1047 71 406 237 668 332 1251 17 105 4 490 52 -0.003836
0 0 0 0 0 3 72 553 29 61 501 1777 553 1292 271 1204 35 86 76 334 -0.003836
301 754 1850 82 77 372 64 343 669 1205 4 326 376 1850 233 115 72 301 349 1610 -0.007784
115 301 754 1850 77 372 64 343 669 1205 4 326 376 1850 233 115 72 301 349 1610 -0.007784
125 100 48 473 350 4 93 993 140 125 141 494 335 20 71 60 4 941 306 333 -0.001821
350 4 93 993 140 125 66 582 141 178 20 179 1919 60 4 941 306 350 2000 333 -0.001821
350 4 93 993 140 125 66 582 141 178 20 179 1919 60 4 941 306 350 2000 333 -0.001821
0 0 0 0 0 0 0 0 562 5 1778 23 477 23 385 5 146 1171 119 11 0.010404
3 5 23 837 64 2 24 182 23 1104 632 453 5 146 4 837 88 1074 350 2000 0.010404
0 0 0 0 0 851 185 49 269 136 46 851 269 185 49 160 296 49 98 49 0.001429
0 0 0 0 0 0 0 0 0 204 133 136 33 17 133 6 407 306 429 1547 0.001429
0 0 0 0 0 0 0 0 0 0 204 133 33 17 133 6 407 306 429 1547 0.001429
0 0 0 0 0 0 0 0 0 88 2000 262 14 297 356 230 31 1343 554 298 0.001429
0 0 0 0 0 0 0 0 0 3 2000 386 26 13 1048 9 344 5 1446 9 0.001429
1143 136 78 255 1144 108 284 2000 591 272 81 24 420 6 1851 1105 1493 755 994 1344 0.001429
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2000 1920 1143 131 18 51 0.001429
0 0 0 0 0 0 0 0 0 0 0 0 88 166 26 55 164 91 230 1852 0.001429
0 0 0 0 0 0 0 0 0 0 0 0 291 105 908 909 164 91 230 1852 0.001429
0 0 0 0 0 0 0 0 0 0 959 70 6 959 1206 436 153 14 53 670 0.006424
0 0 0 0 0 960 194 50 140 30 276 960 697 852 50 40 2000 484 121 605 -0.004752
0 0 0 0 0 0 960 194 50 30 276 960 697 852 50 40 2000 484 121 605 -0.004752
0 0 0 0 583 94 21 54 59 140 22 336 563 454 5 231 1686 1252 1611 430 -0.004752
0 0 0 23 6 1293 140 6 1207 92 1779 1853 148 41 42 1612 47 52 93 4 -0.004752
0 726 995 406 1208 726 158 194 555 1208 97 60 6 306 1106 996 4 141 80 454 -0.002716
0 0 0 0 0 6 1293 6 1207 92 1779 1853 148 41 42 1612 47 52 93 4 -0.002716
72 484 251 40 1393 50 131 61 501 30 40 349 853 251 282 50 1345 605 490 40 -0.002716
0 0 0 0 0 0 0 0 0 0 3 61 282 170 314 769 137 455 13 87 -0.002716
0 0 61 282 170 314 769 135 61 2000 158 606 250 71 584 170 314 2000 46 213 -0.002716
0 61 282 170 314 769 131 135 61 2000 158 606 250 71 584 170 314 2000 46 213 -0.002716
0 0 0 0 0 61 72 484 251 50 131 61 501 30 40 349 853 251 282 50 -0.002716
37 68 256 41 21 502 18 37 12 671 1075 119 11 2000 142 58 2 20 1346 6 -0.004628
18 37 12 41 21 502 18 37 12 671 1075 119 11 2000 142 58 2 20 1346 6 -0.004628
2000 16 137 3 781 135 16 503 115 76 334 35 77 1854 1921 1447 698 349 553 287 0.007208
32 110 633 607 44 32 174 110 44 2000 2000 668 291 9 634 2000 12 19 392 125 0.007208
110 633 607 44 5 32 174 110 44 2000 2000 668 291 9 634 2000 12 19 392 125 0.007208
1613 167 54 77 2000 23 33 1049 683 208 20 18 18 1049 350 36 1209 214 618 2 0.007208
1613 167 54 77 2000 23 33 1049 683 208 20 18 18 1049 350 36 1209 214 618 2 0.007208
0 0 0 5 2000 16 137 3 756 141 4 5 9 585 2 2000 412 148 345 14 0.007208
0 0 0 0 142 5 22 94 430 2000 94 1025 407 1548 1549 170 264 84 2000 1076 0.000313
0 32 633 196 812 214 618 412 812 41 214 618 727 32 597 196 271 66 96 385 0.000313
53 532 297 340 2000 854 855 1687 86 425 1077 634 38 59 161 23 992 2000 18 910 0.000313
0 0 0 0 0 0 0 0 0 0 0 0 242 735 5 97 185 242 252 19 0.000313
668 633 44 227 120 17 2000 634 736 192 911 782 29 10 17 377 302 998 17 110 0.000313
0 0 0 0 0 0 0 0 0 0 0 0 242 735 5 97 185 242 252 19 0.000313
1078 912 5 22 201 1550 608 351 1078 1347 912 94 460 430 1145 619 210 21 690 317 0.000313
0 23 32 633 196 812 214 618 659 128 11 55 20 477 1146 86 214 618 477 13 0.000313
0 961 437 737 76 2000 158 13 129 158 926 153 76 151 265 243 24 2000 770 771 -0.004814
0 0 0 0 0 0 0 0 0 0 0 0 242 735 33 97 185 242 252 19 -0.008654
0 0 0 0 0 0 0 258 556 1253 22 4 605 218 556 80 1922 620 557 1347 -0.003338
0 0 0 0 0 0 258 556 1253 37 22 4 605 218 556 80 1922 620 557 1347 -0.003338
0 0 0 0 0 0 15 318 713 2000 443 586 5 9 757 230 24 1294 156 94 -0.003338
0 0 0 0 0 0 0 0 0 0 13 15 318 197 24 1295 224 156 913 14 -0.003338
0 0 0 0 0 0 0 0 587 444 308 4 1551 367 93 516 4 19 99 564 -0.01366
0 0 0 0 0 473 138 83 22 565 60 130 2000 95 413 11 74 4 243 14 0.001175
0 0 0 0 0 557 517 319 728 40 83 119 327 479 31 202 2000 119 40 783 0.001175
0 0 0 0 0 0 0 0 179 76 962 962 414 115 399 168 875 1923 45 74 0.001175
90 201 1780 193 46 1296 238 352 1147 119 11 322 170 314 246 2000 16 463 838 2 -0.000422
0 0 0 0 0 0 0 0 0 0 0 0 0 484 1210 353 40 273 784 1026 -0.000422
353 40 273 2000 40 273 297 40 1107 253 18 17 123 109 17 132 644 55 70 273 -0.000422
0 0 0 0 0 2000 170 314 46 61 670 698 772 154 537 250 71 584 170 314 -0.00445
0 0 0 0 2000 170 314 46 61 62 670 698 772 154 537 250 71 584 170 314 -0.00445
0 0 0 0 0 1924 1552 1148 62 183 999 1494 2000 2000 1108 2000 288 80 1348 1552 -0.00445
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 251 40 -0.00445
0 0 0 0 0 0 0 0 0 0 0 738 62 508 108 1254 621 755 1109 1027 -0.00445
0 0 3 1255 72 188 73 100 61 501 76 1255 1688 76 468 351 1925 45 16 137 0.009455
1143 609 55 942 54 59 253 56 149 112 92 480 1143 232 2000 32 444 14 297 2000 0.009455
100 609 55 942 54 59 253 56 149 112 92 480 1143 232 2000 32 444 14 297 2000 0.009455
0 1689 182 1211 460 63 460 1294 42 460 2000 20 2000 180 151 19 99 74 66 96 0.011037
357 67 9 53 2000 117 147 1926 2000 194 699 56 78 1172 2000 53 172 78 206 1448 -0.00818
0 0 1690 927 95 413 524 633 31 2 113 24 1256 95 413 117 20 34 26 645 -0.00818
0 0 0 0 0 0 0 0 0 0 0 3 1690 927 95 413 13 8 344 2000 -0.00818
0 0 0 0 0 0 0 0 0 0 5 67 75 33 3 78 1172 558 53 2000 -0.00818
0 0 0 0 327 105 438 1172 78 10 3 8 112 10 5 8 10 37 8 1172 -0.00818
0 0 0 0 0 0 1173 14 332 1918 621 340 105 35 126 755 393 1173 14 1349 -0.000775
