AMGN,Amgen Inc,20150903,UPDATE 3-Novartis launches first U.S. 'biosimilar' drug at 15 pct discount ,* Amgen unsuccessful in attempt to block Zarxio launch   (Adds Amgen comment),topStory
AAPL,Apple Inc,20150903,Samsung to make new smartwatch available to competition ,BERLIN Samsung Electronics  said on Thursday it would make its next smartwatch technology available to its competitors who also use Google Inc's  mobile platform Android  hoping to increase its share of the market  which is now dominated by Apple Inc .,topStory
AAPL,Apple Inc,20150903,Samsung to make new smartwatch available to competition ,BERLIN  Sept 3 Samsung Electronics  said on Thursday it would make its next smartwatch technology available to its competitors who also use Google Inc's  mobile platform Android  hoping to increase its share of the market  which is now dominated by Apple Inc.,normal
AAPL,Apple Inc,20150903,Exclusive: Japan Display CEO hints at strong Apple orders ahead of new iPhone launch ,TOKYO Japan Display Inc's  new chief executive said on Thursday the screen maker's "biggest client"  widely understood to refer to Apple Inc   is increasing orders ahead of the expected launch of a new iPhone this month.,normal
AAPL,Apple Inc,20150903,UPDATE 1-Japan Display CEO hints at strong Apple orders ahead of new iPhone launch ,* Any talks with Sharp would happen suddenly - CEO   (Adds quotes on Sharp merger speculation  shares  background),normal
AAPL,Apple Inc,20150903,Japan Display CEO hints at strong Apple orders ahead of new iPhone launch ,TOKYO  Sept 3 Japan Display Inc Chief Executive Mitsuru Homma on Thursday said the screen maker's "biggest client"  widely understood to refer to Apple Inc   is increasing orders ahead of the expected launch of a new iPhone this month.,normal
BANR,Banner Corporation,20150903,Fed approves Banner Corp acquisition of AmericanWest Bank ,WASHINGTON The Federal Reserve on Thursday said it had approved the application by Banner Corp to acquire Seattle-based Starbuck Bancshares and its subsidiary AmericanWest Bank.,topStory
BANR,Banner Corporation,20150903,Fed approves Banner Corp acquisition of AmericanWest Bank ,WASHINGTON  Sept 3 The Federal Reserve on Thursday said it had approved the application by Banner Corp to acquire Seattle-based Starbuck Bancshares and its subsidiary AmericanWest Bank.,normal
AVGO,Broadcom Limited,20150903,TRLPC: Stronger US credits to benefit from flight to quality ,NEW YORK  Sept 3 Big issuers of US leveraged loans including cable company Charter Communications Inc  and chipmaker Avago Technologies will test the US leveraged loan market by launching jumbo deals after the Labor Day holiday  but could benefit from a flight to quality after global equity market turmoil.,topStory
CLLS,Cellectis SA,20150903,BRIEF-Cellectis announces strategic alliance with University of Texas MD Anderson Cancer Center ,* University of Texas MD Anderson Cancer Center and Cellectis announce preclinical and clinical strategic alliance in cancer immunotherapy,topStory
CHTR,Charter Communications Inc,20150903,TRLPC: Stronger US credits to benefit from flight to quality ,NEW YORK  Sept 3 Big issuers of US leveraged loans including cable company Charter Communications Inc  and chipmaker Avago Technologies will test the US leveraged loan market by launching jumbo deals after the Labor Day holiday  but could benefit from a flight to quality after global equity market turmoil.,topStory
COST,Costco Wholesale Corporation,20150903,Sam's Club jumps into auto sales with TrueCar tie-up ,Sam's Club  the warehouse division of Wal-Mart Stores Inc  has tied up with online car-shopping service TrueCar Inc to make a full-fledged foray into auto sales  a fast-growing business for rival Costco Wholesale Corp.,topStory
COST,Costco Wholesale Corporation,20150903,UPDATE 1-Sam's Club jumps into auto sales with TrueCar tie-up ,Sept 3 Sam's Club  the warehouse division of Wal-Mart Stores Inc  has tied up with online car-shopping service TrueCar Inc to make a full-fledged foray into auto sales  a fast-growing business for rival Costco Wholesale Corp.,normal
DIOD,Diodes Incorporated,20150903,Chipmaker Diodes to buy Pericom in $400 million deal ,Chipmaker Diodes Inc  said it would buy Pericom Semiconductor Corp  in a deal valued at about $400 million to boost its analog and mixed-signal chip businesses.,topStory
DIOD,Diodes Incorporated,20150903,UPDATE 1-Chipmaker Diodes to buy Pericom in $400 mln deal ,Sept 3 Chipmaker Diodes Inc said it would buy Pericom Semiconductor Corp in a deal valued at about $400 million to boost its analog and mixed-signal chip businesses.,normal
DIOD,Diodes Incorporated,20150903,Chipmaker Diodes to buy Pericom for $400 mln ,Sept 3 Chipmaker Diodes Inc said it would buy Pericom Semiconductor Corp in a deal valued at about $400 million to boost its analog and mixed-signal chip businesses.,normal
NFLX,Netflix Inc,20150903,Netflix makes big splash in Venice's film lagoon ,VENICE Venice may be the world's oldest film festival  but this year it is pioneering what may well become the future of cinema as Netflix screens two films here  one of them its first feature and a contender for the top prize.,topStory
NFLX,Netflix Inc,20150903,Netflix makes big splash in Venice's film lagoon ,VENICE  Sept 3 Venice may be the world's oldest film festival  but this year it is pioneering what may well become the future of cinema as Netflix screens two films here  one of them its first feature and a contender for the top prize.,normal
OASM,Oasmia Pharmaceutical AB,20150903,BRIEF-Oasmia Q1 net loss widens ,* Q1 net sales 219 thousand SEK (994)  Source text for Eikon:  Further company coverage:    (Stockholm Newsroom),topStory
QCOM,QUALCOMM Incorporated,20150903,Qualcomm president says splitting company may not create value ,NEW YORK Qualcomm Inc's  President Derek Aberle  under pressure from activist hedge fund Jana Partners to improve the licensing and chip design firm's stock performance  on Thursday sounded a cautionary note about a potential breakup of the company.,topStory
TSLA,Tesla Inc ,20150903,Ex-Tesla worker charged with posting confidential material on Web ,SAN FRANCISCO A former Tesla Motors  engineer has been charged in federal court with felony computer intrusion for allegedly accessing his manager's email account  sharing employee evaluations with others and posting confidential information on the Web.,topStory
TSLA,Tesla Inc ,20150903,UPDATE 1-Ex-Tesla worker charged with posting confidential material on Web ,SAN FRANCISCO  Sept 3 A former Tesla Motors  engineer has been charged in federal court with felony computer intrusion for allegedly accessing his manager's email account  sharing employee evaluations with others and posting confidential information on the Web.,normal
MIDD,The Middleby Corporation,20150903,BRIEF-Middleby updates on its acquisition for AGA Rangemaster ,* Confirms that it is continuing with its acquisition for AGA in line with timetable communicated on 17 August 2015,topStory
TRUE,TrueCar Inc,20150903,Sam's Club jumps into auto sales with TrueCar tie-up ,Sam's Club  the warehouse division of Wal-Mart Stores Inc  has tied up with online car-shopping service TrueCar Inc to make a full-fledged foray into auto sales  a fast-growing business for rival Costco Wholesale Corp.,topStory
TRUE,TrueCar Inc,20150903,Sam's Club seeks to boost auto business with TrueCar tie-up ,Sept 3 Sam's Club  the membership warehouse club division of Wal-Mart Stores Inc  said on Thursday it has tied up with online car-shopping site TrueCar Inc in an effort to boost its auto business.,normal
VOD,Vodafone Group Plc,20150903,Vodafone-owned Kabel Deutschland applies to delist ,FRANKFURT  Sept 3 German cable operator Kabel Deutschland has applied to delist from the Frankfurt stock market  it said on Thursday  following its acquisition by Vodafone.,topStory
AA,Alcoa Corporation,20150903,Alcoa plans new R&D center for advanced 3D printing processes ,CHICAGO Metals company Alcoa Inc said on Thursday it will invest $60 million to expand its research and development center in Pennsylvania to explore ways to make 3D printing viable on an industrial scale to produce parts for the aerospace  automotive and construction sectors.,topStory
AA,Alcoa Corporation,20150903,Alcoa plans new R&D center for advanced 3D printing processes ,CHICAGO  Sept 3 Metals company Alcoa Inc  said on Thursday it will invest $60 million to expand its research and development center in Pennsylvania to explore ways to make 3D printing viable on an industrial scale to produce parts for the aerospace  automotive and construction sectors.,normal
AZN,Astrazeneca PLC,20150903,FDA approves longer-term use of AstraZeneca blood thinner ,AstraZeneca Plc on Thursday said the U.S. Food and Drug Administration approved a new dose of its blood thinner Brilinta intended for longer-term use in patients with a history of heart attack or a condition known as acute coronary syndrome.,topStory
AZN,Astrazeneca PLC,20150903,UPDATE 1-FDA approves longer-term use of AstraZeneca blood thinner ,Sept 3 AstraZeneca Plc on Thursday said the U.S. Food and Drug Administration approved a new dose of its blood thinner Brilinta intended for longer-term use in patients with a history of heart attack or a condition known as acute coronary syndrome.,normal
AZN,Astrazeneca PLC,20150903,FDA approves expanded indication for AstraZeneca's blood thinner ,Sept 3 AstraZeneca Plc said the U.S. Food and Drug Administration had approved a new dose of its blood thinner  Brilinta  for patients with a history of heart attack beyond the first year.,normal
BGS,B&G Foods Inc,20150903,B&G to buy General Mills' Green Giant frozen foods business ,Snack food company B&G Foods Inc  said it would buy General Mills Inc's  Green Giant frozen foods and Le Sueur canned vegetables brands for about $765 million to expand its distribution network and enter the frozen foods market.,topStory
BGS,B&G Foods Inc,20150903,UPDATE 2-B&G to buy General Mills' Green Giant frozen foods business ,* B&G to also buy General Mills' Le Sueur canned vegetables unit,normal
BAC,Bank of America Corporation,20150903,Bank of America gets U.S. approval to use internal models for capital ,WASHINGTON  Sept 3 U.S. banking regulators gave Bank of America the green light on Thursday to use its own internal models to compute their capital requirements.,topStory
BA,Boeing Company (The),20150903,Boeing books $2.6 billion order from Jet2.com ,NEW YORK Boeing Co  said on Thursday it had booked an order for 27 of its 737-800 aircraft  worth about $2.6 billion at list prices  from UK airline Jet2.com.,topStory
