AMZN,Amazoncom Inc,20151116,UPDATE 1-German watchdog probes Apple and Amazon audiobooks agreement ,FRANKFURT  Nov 16 Germany's Federal Cartel Office has begun an investigation into Apple Inc's  arrangement with Amazon for purchasing audiobooks  the competition watchdog said in a statement on Monday.,topStory
AAPL,Apple Inc,20151116,UPDATE 1-Hedge funds trimmed Apple stakes during 3rd-qtr share slump ,NEW YORK  Nov 16 Top U.S. hedge funds trimmed their positions in Apple Inc during the third quarter  when shares of the iPhone maker fell sharply.,topStory
ARRY,Array BioPharma Inc,20151116,BRIEF-Array BioPharma  Pierre Fabre announce collaboration for two novel oncology products ,* Co and Pierre Fabre to globally develop and commercialize Array's late-stage novel oncology products Binimetinib and Encorafenib,topStory
BGCP,BGC Partners Inc,20151116,NYSE-owner ICE to buy trading platform for $650 mln ,Nov 16 Intercontinental Exchange Inc  the owner of the New York Stock Exchange  said it would buy commodities trading platform Trayport from BGC Partners Inc  and GFI Group Inc for $650 million in stock.,topStory
CSCO,Cisco Systems Inc,20151116,NORDIC STOCKS - Factors to watch on Nov 16 ,The following stocks may be affected by newspaper reports and other factors on Monday:,topStory
CSCO,Cisco Systems Inc,20151116,BRIEF-Ericsson says there have not been discussions on merger with Cisco ,* Has noted the recent speculation in the press and financial markets regarding an interest by Cisco to acquire Ericsson,normal
CLVS,Clovis Oncology Inc,20151116,Clovis shares dive as FDA asks for more data on lung cancer drug ,Clovis Oncology Inc's shares plunged nearly 75 percent on Monday after U.S. heath regulators asked for more data on the company's lung cancer drug  potentially delaying its approval and giving a head start to AstraZeneca's rival treatment that was approved on Friday.,topStory
CLVS,Clovis Oncology Inc,20151116,UPDATE 2-Clovis shares dive as FDA asks for more data on lung cancer drug ,* Shares plunge as much as 73.8 pct  wipes off $2.8 bln   (Adds analysts comments  background; updates shares),normal
CLVS,Clovis Oncology Inc,20151116,Clovis slumps after FDA asks for more data on lung cancer drug ,Nov 16 Clovis Oncology Inc said the U.S. Food and Drug Administration asked for additional clinical data on the effectiveness of its experimental lung cancer drug  rociletinib  which could delay its approval.,normal
EBAY,eBay Inc,20151116,Icahn exits eBay stake  opts for PayPal after spinoff ,NEW YORK  Nov 16 Billionaire activist investor Carl Icahn swapped his entire equity stake in eBay Inc  for the same number of shares in PayPal Holdings Inc in the third quarter  regulatory filings showed on Monday.,topStory
EBAYL,eBay Inc,20151116,Icahn exits eBay stake  opts for PayPal after spinoff ,NEW YORK  Nov 16 Billionaire activist investor Carl Icahn swapped his entire equity stake in eBay Inc  for the same number of shares in PayPal Holdings Inc in the third quarter  regulatory filings showed on Monday.,topStory
