ATVI,Activision Blizzard Inc,20180119,BRIEF-Activision Blizzard Recommends Shareholders Reject Mini-Tender Offer By TRC Capital Corp ,* ACTIVISION BLIZZARD RECOMMENDS SHAREHOLDERS REJECT MINI-TENDER OFFER BY TRC CAPITAL CORPORATION,topStory
ACTA,Actua Corporation,20180119,BRIEF-Actua Board Approves Plan To Commence Liquidation Of Co ,* ACTUA SAYS APPROVED PLAN TO COMMENCE LIQUIDATION & WIND-UP OF CO INCLUDING MONETIZATION OF CO'S REMAINING MINORITY HOLDINGS & ASSETS​ - SEC FILING,topStory
AGIO,Agios Pharmaceuticals Inc,20180119,Agios sizes up funding needs ,Jan 19 (IFR) - Agios Pharmaceuticals pivoted from industry conferences to the capital markets  securing US$425m in a follow-on stock sale that meets its funding needs for the year.,topStory
AGIO,Agios Pharmaceuticals Inc,20180119,BRIEF-Agios prices offering of 7.09 mln shares at $67 per share ,* AGIOS ANNOUNCES PRICING OF $475 MILLION PUBLIC OFFERING OF COMMON STOCK,normal
ALBO,Albireo Pharma Inc,20180119,BRIEF-Albireo Pharma Says Elobixibat Approved In Japan For Treatment Of Chronic Constipation ,* ALBIREO TO RECEIVE MORE THAN $55 MILLION(1) IN NONDILUTIVE CASH PAYMENTS,topStory
AMOT,Allied Motion Technologies Inc,20180119,BRIEF-Allied Motion Acquires Equipment Steering Business From Maval Industries ,* ALLIED MOTION ACQUIRES ORIGINAL EQUIPMENT STEERING BUSINESS FROM MAVAL INDUSTRIES,topStory
GOOG,Alphabet Inc,20180119,Wall St Week Ahead-Where Netflix goes  Big Tech may follow ,SAN FRANCISCO  Jan 19 Netflix Inc's quarterly report on Monday may offer an advanced preview of whether Facebook Inc  Amazon.com Inc and other heavyweights behind much of the U.S. stock market's record-breaking rally can keep delivering.,normal
GOOG,Alphabet Inc,20180119,UPDATE 1-Google announces patent agreement with Tencent amid China push ,* Deal comes as Google looks to expand its presence in China (Adds context  details from statement),normal
GOOGL,Alphabet Inc,20180119,Wall St Week Ahead-Where Netflix goes  Big Tech may follow ,SAN FRANCISCO  Jan 19 Netflix Inc's quarterly report on Monday may offer an advanced preview of whether Facebook Inc  Amazon.com Inc and other heavyweights behind much of the U.S. stock market's record-breaking rally can keep delivering.,normal
GOOGL,Alphabet Inc,20180119,UPDATE 1-Google announces patent agreement with Tencent amid China push ,* Deal comes as Google looks to expand its presence in China (Adds context  details from statement),normal
AMZN,Amazoncom Inc,20180119,Wall Street ends higher despite government shutdown threat ,NEW YORK Wall Street rose on Friday  led by gains in consumer stocks  even as a possible government shutdown loomed. | Video ,topStory
AMZN,Amazoncom Inc,20180119,Nike at two-year high as analysts tout margin benefits of direct sales ,Nike Inc's  shares surged to a two-year high on Friday after two Wall Street brokerages said the footwear maker's profitability would soon reap the benefits of its recent move to sell directly to consumers.,normal
AMZN,Amazoncom Inc,20180119,Nike at two-year high as analysts tout margin benefits of direct sales ,Jan 19 Nike Inc's shares surged to a two-year high on Friday after two Wall Street brokerages said the footwear maker's profitability would soon reap the benefits of its recent move to sell directly to consumers.,normal
AMZN,Amazoncom Inc,20180119,Amazon boosts monthly fee for Prime by $2  maintains yearly rate ,Amazon.com Inc  raised the monthly fee for the U.S. version of its fast-shipping and video-streaming service Amazon Prime by $2 on Friday  making the case for subscribers to upgrade to an annual plan.,normal
AMZN,Amazoncom Inc,20180119,UPDATE 3-Amazon boosts monthly fee for Prime by $2  maintains yearly rate ,Jan 19 Amazon.com Inc raised the monthly fee for the U.S. version of its fast-shipping and video-streaming service Amazon Prime by $2 on Friday  making the case for subscribers to upgrade to an annual plan.,normal
AMZN,Amazoncom Inc,20180119,US STOCKS-Amazon  Nike drive Wall Street higher ,* Indexes up: Dow 0.05 pct  S&P 0.28 pct  Nasdaq 0.37 pct (Updates to open),normal
AMZN,Amazoncom Inc,20180119,Amazon hikes price for its Prime service by 18 percent ,Jan 19 Amazon.com Inc on Friday raised the monthly fee for Amazon Prime  its fast-shipping and video-streaming service  to $12.99 from $10.99.,normal
AMZN,Amazoncom Inc,20180119,BRIEF-Amazon Is Raising The Price Of Prime Monthly Memberships By Nearly 20 Percent - Recode ‍​ ,* AMAZON IS RAISING THE PRICE OF PRIME MONTHLY MEMBERSHIPS BY NEARLY 20 PERCENT - RECODE ‍​,normal
AMZN,Amazoncom Inc,20180119,Amazon's review of Toronto could escalate tension with Trump ,TORONTO Amazon.com Inc's  inclusion of Canada's largest city on a list of 20 finalists for a massive new campus could escalate tensions between the tech giant and U.S. President Donald Trump. | Video ,normal
AMNB,American National Bankshares Inc,20180119,BRIEF-American National Bankshares Announces Stock Repurchase Plan Of Up To 300 000 Shares ,* AMERICAN NATIONAL BANKSHARES INC. ANNOUNCES A STOCK REPURCHASE PLAN,topStory
ATLO,Ames National Corporation,20180119,BRIEF-Ames National Corp Reports Qtrly Earnings Per Share $0.29 ,* AMES NATIONAL CORP SAYS QTRLY NET INTEREST INCOME $10.1 MILLION VERSUS $10.03 MILLION - SEC FILING Source text: (http://bit.ly/2BeSoQV) Further company coverage:,topStory
AAPL,Apple Inc,20180119,South Korean group files complaint against Apple CEO over iPhone slowdown ,SEOUL A South Korean consumer group has filed a criminal complaint against Apple Inc CEO Tim Cook over slower iPhone devices  after probes in Europe into allegations the firm had deliberately shortened the life of its handsets. | Video ,topStory
AAPL,Apple Inc,20180119,S.Korean group files complaint against Apple CEO over iPhone slowdown ,SEOUL  Jan 19 A South Korean consumer group has filed a criminal complaint against Apple Inc CEO Tim Cook over slower iPhone devices  after probes in Europe into allegations the firm had deliberately shortened the life of its handsets.,normal
AAPL,Apple Inc,20180119,Apple to release software update to resolve iPhone slowdown - CEO ,Apple Inc will release a software update that will allow users to turn off a feature that slows down iPhones when batteries are low on charge  Chief Executive Tim Cook told ABC News.,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-Carpetright stains to spread? ,    * Euro zone shares hit ten year high     * STOXX 600 at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net               CARPETRIGHT STAINS TO SPREAD? (1512 GMT)     "Carpetright's update indicat,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-Backwardation should drive energy stocks forward ,    * Euro zone shares hit ten year high     * STOXX 600 at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net               BACKWARDATION SHOULD DRIVE ENERGY STOCKS FORWARD (1400 GMT)     The oil ma,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-Half session update: Europe on a high ,    * Euro zone shares hit ten year high     * STOXX 600 at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net               HALF SESSION UPDATE: EUROPE ON A HIGH (1320 GMT)     After a rather subdue,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-So Greek sovereign bonds recovered  are shares next? ,    * Euro zone shares hit ten year high     * STOXX at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net               SO GREEK SOVEREIGN BONDS RECOVERED  ARE SHARES NEXT? (1235 GMT)      Greek sov,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-High risk premia preserve dominance of stocks over bonds ,    * Euro zone shares hit ten year high     * STOXX at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net               HIGH RISK PREMIA PRESERVE DOMINANCE OF STOCKS OVER BONDS (1208 GMT)     With e,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-Searching for value in consumer staples ,    * European shares edge higher     * STOXX at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net               SEARCHING FOR VALUE IN CONSUMER STAPLES (1135 GMT)                There's been a lot ,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-STOXX 600 - Enjoy the momentum while you can ,    * European shares edge higher     * STOXX at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net                          STOXX 600 - ENJOY THE MOMENTUM WHILE YOU CAN (1121 GMT)      The economic ,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-Euro zone stocks look past FX strength  hitting 10-year high ,    * European shares edge higher     * STOXX at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net                  EURO ZONE STOCKS LOOK PAST FX STRENGTH  HITTING 10-YEAR HIGH (1015 GMT)     Deutsc,normal
ASML,ASML Holding NV,20180119,LIVE MARKETS-Semis: in chip shape ,    * European shares edge higher     * STOXX at 2 1/2 year peak     * Carpetright  Dignity drop after profit warnings      Jan 19 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net               SEMIS: IN CHIP SHAPE (0951 GMT)     You'd think European semiconductor stocks wouldn',normal
AVIR,Aviragen Therapeutics Inc,20180119,BRIEF-Digirad  East Hill File Preliminary Proxy Statement Related To Aviragen  Vaxart Proposed Merger ,* DIGIRAD  EAST HILL FILE PRELIMINARY PROXY STATEMENT RELATED TO AVIRAGEN THERAPEUTICS  VAXART PROPOSED MERGER - SEC FILING,topStory
BOCH,Bank of Commerce Holdings (CA),20180119,BRIEF-Bank Of Commerce Holdings Reports Quarterly EPS $0.00 ,* BANK OF COMMERCE HOLDINGS - QTRLY NET INTEREST INCOME $10.9 MILLION VERSUS $9.4 MILLION Source text for Eikon: Further company coverage:,topStory
