AKAO,Achaogen Inc,20170505,BRIEF-Achaogen receives 20 mln in grant funding and equity investment ,* Achaogen - receives 20 million in grant funding and equity investment from Bill & Melinda Gates Foundation to develop antibodies against gram-negative bacteria Source text for Eikon: Further company coverage:,topStory
ATVI,Activision Blizzard Inc,20170505,Citi lists Netflix  Tesla as potential takeover targets for Apple ,May 5 Citigroup listed seven companies as potential takeover targets for Apple Inc  including Netflix  Walt Disney and Tesla Inc  as a way to put its cash hoard of more than $250 billion to work.,normal
ADHD,Alcobra Ltd,20170505,BRIEF-Alcobra provides update on cancellation of extraordinary meeting called by Brosh Group ,* Alcobra provides update on cancellation of extraordinary meeting called by Brosh Group,topStory
ALGT,Allegiant Travel Company,20170505,BRIEF-Allegiant Travel says on May 4 borrowed $44.5 mln under loan agreement ,* On May 4  through a subsidiary  borrowed $44.54 million under a loan agreement secured by five Airbus A320 aircraft - SEC filing,topStory
ALNY,Alnylam Pharmaceuticals Inc,20170505,BRIEF-Alnylam Pharmaceuticals files for potential mixed shelf offering ,* Files for potential mixed shelf offering; size not disclosed Source text: (bit.ly/2pNQPaG) Further company coverage:,topStory
ALNY,Alnylam Pharmaceuticals Inc,20170505,BRIEF-Alnylam Pharmaceuticals reports Q1 loss per share of $1.25 including items ,* Alnylam pharmaceuticals reports first quarter 2017 financial results and highlights recent period activity,normal
AMAG,AMAG Pharmaceuticals Inc,20170505,BRIEF-Amag Pharmaceuticals Inc says increased size of offering to $300 mln ,* Amag Pharmaceuticals announces pricing of $300 million of 3.25% convertible senior notes due 2022,topStory
AMZN,Amazoncom Inc,20170505,UPDATE 1-Petroperu  Canada's Pacific consider developing Amazon oilfield ,LIMA  May 5 Peru's state-run oil company Petroperu and Canada's Pacific Exploration & Production Corp are considering a partnership to develop a dormant oilfield in Peru's Amazon region  the companies said on Friday.,topStory
AMZN,Amazoncom Inc,20170505,Wal-Mart files patent for Amazon Dash rival ,Wal-Mart Stores Inc has applied for a patent to compete with Amazon.com Inc's wifi-connected  one-button ordering device  Amazon Dash  according to data provider CB Insights.,normal
AMZN,Amazoncom Inc,20170505,Petroperu and Canada's Pacific consider developing Amazon oilfield ,LIMA  May 5 Peru state-run oil company Petroperu is considering a partnership with Canada's Pacific Exploration & Production Corp to develop a dormant oilfield in Peru's Amazon region  a Petroperu executive said on Friday.,normal
AMZN,Amazoncom Inc,20170505,Alexa: where is Amazon opening a new R&D center? Cambridge  England ,LONDON Amazon plans to open a new center in the university city of Cambridge for scientists developing technologies including the Alexa digital assistant used in its Echo speakers.,normal
AMZN,Amazoncom Inc,20170505,BRIEF-Amazon CEO Bezos reports open market sale of about 1 mln shares at price of $935.07 to $949.99 between May 2 to May 4- SEC filing ,* Amazon CEO Jeff Bezos reports open market sale of about 1 million Amazon shares at price of $935.07 to $949.99 between May 2 to May 4- SEC filing Source text for Eikon: Further company coverage:,normal
APPF,AppFolio Inc,20170505,BRIEF-APPFOLIO INC QTRLY EARNINGS PER SHARE $0.02 ,* APPFOLIO INC ANNOUNCES FIRST QUARTER 2017 FINANCIAL RESULTS,topStory
AAPL,Apple Inc,20170505,Court kills off Affinity Labs patent asserted against Apple ,A federal appeals court on Friday upheld a ruling that invalidated a patent owned by Affinity Labs of Texas LLC  a serial plaintiff in patent infringement cases against Apple Inc  AT&T Inc  Amazon.com Inc and other tech companies.,topStory
AAPL,Apple Inc,20170505,UPDATE 2-Insurance dampens Berkshire results before annual meeting ,OMAHA  Neb.  May 5 Berkshire Hathaway Inc   the conglomerate run by billionaire investor Warren Buffett  reported a 27 percent decline in first-quarter profit on Friday  and said a loss from insurance underwriting contributed to operating results that fell short of forecasts.,normal
