AAPL,Apple Inc,20180628,Pokemon Go creator plans to sell the tech behind its games ,June 28 Niantic Labs  the Google Inc-backed startup behind the popular Pokemon Go game  is planning to sell the technology that powers its titles to other game makers  the company said Thursday.,normal,Unknown
AAPL,Apple Inc,20180628,Morning News Call - India  June 28 ,To access the newsletter  click on the link:    http://share.thomsonreuters.com/assets/newsletters/Indiamorning/MNC_IN_06282018.pdf      If you would like to receive this newsletter via email  please register at: https://forms.thomsonreuters.com/india-morning/               FACTORS TO WATCH     3:00 pm: State Bank of India annual general meeting in Mumbai.     5:00 pm: Varroc Engineering IPO subscription closes in Mumbai.          LIVECHAT-MARKETS FOCUS     Michael Hewson  chief market analyst a,normal,Unknown
AAPL,Apple Inc,20180628,PRESS DIGEST- Financial Times - June 28 ,June 28 The following are the top stories in the Financial Times. Reuters has not verified these stories and does not vouch for their accuracy.,normal,Unknown
ACN,Accenture plc,20180628,Accenture's digital investments drive quarterly beat ,Accenture Plc's third-quarter revenue and profit came in above Wall Street estimates on Thursday as the consulting and outsourcing services provider benefited from its plan to boost investments in digital and cloud services.,topStory,Sell
ACN,Accenture plc,20180628,UPDATE 2-Accenture's digital investments drive quarterly beat ,June 28 Accenture Plc's third-quarter revenue and profit came in above Wall Street estimates on Thursday as the consulting and outsourcing services provider benefited from its plan to boost investments in digital and cloud services.,normal,Unknown
ACN,Accenture plc,20180628,Accenture's quarterly revenue rises 16 pct ,June 28 Accenture Plc's third-quarter revenue rose 15.8 percent on Thursday as the consulting and outsourcing services provider benefited from investments in digital and cloud services.,normal,Unknown
AET,Aetna Inc,20180628,UPDATE 6-Amazon to buy PillPack in potentially disruptive drug retail push ,June 28 Amazon.com Inc said on Thursday it would buy small online pharmacy PillPack  a move that will put the world's biggest online retailer in direct competition with drugstore chains  drug distributors and pharmacy benefit managers.,normal,Sell
AMGN,Amgen Inc,20180628,BRIEF-Amgen And Novartis Present New Data Demonstrating Long-Term Efficacy  Safety And Tolerability Of Aimovig™ ,* AMGEN AND NOVARTIS PRESENT NEW DATA DEMONSTRATING LONG-TERM EFFICACY  SAFETY AND TOLERABILITY OF AIMOVIG™ (ERENUMAB-AOOE) IN PATIENTS WITH CHRONIC AND EPISODIC MIGRAINE,topStory,Unknown
AMZN,Amazoncom Inc,20180628,Amazon to buy PillPack in potentially disruptive drug retail push ,Amazon.com Inc said on Thursday it would buy small online pharmacy PillPack  a move that will put the world's biggest online retailer in direct competition with drugstore chains  drug distributors and pharmacy benefit managers. | Video ,topStory,Sell
AMZN,Amazoncom Inc,20180628,UPDATE 6-Amazon to buy PillPack in potentially disruptive drug retail push ,June 28 Amazon.com Inc said on Thursday it would buy small online pharmacy PillPack  a move that will put the world's biggest online retailer in direct competition with drugstore chains  drug distributors and pharmacy benefit managers.,normal,Sell
AMZN,Amazoncom Inc,20180628,Walgreens debuts as dog of the Dow ,The debut of Walgreens Boots Alliance Inc  into the Dow Jones Industrial Average Index  this week marks the worst performance of any new entrant in the past 10 years  a Reuters analysis shows.,normal,Unknown
AMZN,Amazoncom Inc,20180628,UPDATE 1-Walgreens debuts as dog of the Dow , (Adds dividend and "Dogs of the Dow" graphs)     By James Thorne     June 28 The debut of Walgreens Boots Alliance Inc         into the Dow Jones Industrial Average Index        this week marks the worst performance of any new entrant in the past 10 years  a Reuters analysis shows.     The announcement that Amazon.com Inc          would acquire online pharmacy PillPack sank shares in Walgreens and other drug retailers on Thursday.                  Walgreens shares were down more tha,normal,Unknown
AMZN,Amazoncom Inc,20180628,Walgreens debuts as dog of the Dow ,    By James Thorne     June 28 The debut of Walgreens Boots Alliance         into the Dow Jones Industrial Average Index this week marks the worst performance of any new entrant in the past 10 years  a Reuters analysis shows.     The announcement that Amazon.com Inc          would acquire online pharmacy PillPack sank shares in Walgreens and other drug retailers on Thursday.                  Walgreens shares were down more than 11 percent in the three days after the company replaced,normal,Unknown
