ACNB,ACNB Corporation,20180326,BRIEF-ACNB Corporation Declares And Increases Second Quarter Cash Dividend ,* ACNB CORPORATION DECLARES AND INCREASES SECOND QUARTER CASH DIVIDEND,topStory
ACOR,Acorda Therapeutics Inc,20180326,BRIEF-Acorda Files Marketing Authorization Application For Inbrija ,* ACORDA FILES MARKETING AUTHORIZATION APPLICATION FOR INBRIJA™ (LEVODOPA INHALATION POWDER),topStory
ADES,Advanced Emissions Solutions Inc,20180326,BRIEF-Advanced Emissions Solutions Announces Increase In Stock Repurchase Program ,* ADVANCED EMISSIONS SOLUTIONS ANNOUNCES INCREASE IN STOCK REPURCHASE PROGRAM,topStory
AIRT,Air T Inc,20180326,BRIEF-Air T Inc Says On March 23  Delivered Letter To Insignia Systems ,* AIR T INC SAYS ON MARCH 23  DELIVERED LETTER TO INSIGNIA SYSTEMS INC - SEC FILING,topStory
AKER,Akers Biosciences Inc,20180326,BRIEF-Akers Biosciences Signs Distribution Agreement With Diagnostica Stago ,* AKERS BIOSCIENCES SIGNS US DISTRIBUTION AGREEMENT WITH DIAGNOSTICA STAGO,topStory
AKER,Akers Biosciences Inc,20180326,BRIEF-Akers Biosciences Announces Distribution Agreement With Diagnostica Stago​ ,* ‍ENTERED INTO 3-YEAR DISTRIBUTION AGREEMENT WITH DIAGNOSTICA STAGO FOR SALE OF CO'S RAPID TEST FOR HEPARIN-INDUCED THROMBOCYTOPENIA ACROSS US​ Source text for Eikon: Further company coverage: (Reuters.Briefs@thomsonreuters.com),normal
AKRX,Akorn Inc,20180326,Akorn settles U.S. SEC claims stemming from financial restatement ,Akorn Inc and two former executives have agreed to settle claims stemming from inaccurate financial statements the generic drugmaker issued in 2014 that it later needed to restate  the U.S. Securities and Exchange Commission on Monday said.,topStory
AKRX,Akorn Inc,20180326,UPDATE 1-Akorn settles U.S. SEC claims stemming from financial restatement ,March 26 Akorn Inc and two former executives have agreed to settle claims stemming from inaccurate financial statements the generic drugmaker issued in 2014 that it later needed to restate  the U.S. Securities and Exchange Commission on Monday said.,normal
AKRX,Akorn Inc,20180326,Akorn settles U.S. lawsuit stemming from financial restatement ,March 26 Akorn Inc and two former executives have agreed to settle claims stemming from inaccurate financial statements the drugmaker issued in 2014 that it later needed to restate  the U.S. Securities and Exchange Commission on Monday said.,normal
ALNY,Alnylam Pharmaceuticals Inc,20180326,BRIEF-Alnylam Receives European Medicines Agency Prime Designation For Accelerated Assessment Of Lumasiran ,* ALNYLAM RECEIVES EUROPEAN MEDICINES AGENCY PRIME DESIGNATION FOR ACCELERATED ASSESSMENT OF LUMASIRAN  AN INVESTIGATIONAL RNAI THERAPEUTIC FOR THE TREATMENT OF PRIMARY HYPEROXALURIA TYPE 1 (PH1),topStory
GOOG,Alphabet Inc,20180326,Facebook CEO among those invited to testify at U.S. Senate hearing ,WASHINGTON The U.S. Senate Judiciary Committee said on Monday it had invited the chief executive officers of Facebook Inc   Alphabet Inc  and Twitter Inc  to testify at an April 10 hearing on data privacy.,topStory
GOOGL,Alphabet Inc,20180326,Facebook CEO among those invited to testify at U.S. Senate hearing ,WASHINGTON The U.S. Senate Judiciary Committee said on Monday it had invited the chief executive officers of Facebook Inc   Alphabet Inc  and Twitter Inc  to testify at an April 10 hearing on data privacy.,topStory
AMAG,AMAG Pharmaceuticals Inc,20180326,BRIEF-AMAG Pharmaceuticals Submits NDA To FDA For Bremelanotide ,* AMAG PHARMACEUTICALS SUBMITS A NEW DRUG APPLICATION TO THE U.S. FOOD AND DRUG ADMINISTRATION FOR BREMELANOTIDE FOR THE TREATMENT OF HYPOACTIVE SEXUAL DESIRE DISORDER (HSDD) IN PREMENOPAUSAL WOMEN Source text for Eikon: Further company coverage:,topStory
AMZN,Amazoncom Inc,20180326,Amazon wins grocery foothold in France through Monoprix deal ,PARIS Monoprix  one of France's biggest grocery store chains  said on Monday it will start selling its products to customers in Paris through Amazon's Prime Now service this year  a move that will reverberate through the country's food retail industry.,topStory
AMZN,Amazoncom Inc,20180326,UPDATE 2-Amazon wins grocery foothold in France through Monoprix deal ,PARIS  March 26 Monoprix  one of France's biggest grocery store chains  said on Monday it will start selling its products to customers in Paris through Amazon's Prime Now service this year  a move that will reverberate through the country's food retail industry.,normal
