ABAX,ABAXIS Inc,20180516,Zoetis to buy veterinary diagnostics firm Abaxis for $1.9 billion ,Top animal health company Zoetis Inc  will buy Abaxis Inc  for $1.9 billion  looking to capture a bigger slice of the fast-growing market for diagnostics services that cater to household pets and farm animals.,topStory,Unknown
ABAX,ABAXIS Inc,20180516,REFILE-UPDATE 5-Zoetis to buy veterinary diagnostics firm Abaxis for $1.9 bln ,* Zoetis says diagnostics should grow faster than animal health,normal,Unknown
ABAX,ABAXIS Inc,20180516,BRIEF-Zoetis Says Upon Deal Termination By Abaxis Or Co  Termination Fee Of $70 Mln May Be Payable By Abaxis ,* ZOETIS SAYS UPON DEAL TERMINATION BY ABAXIS OR CO  TERMINATION FEE OF $70 MILLION MAY BE PAYABLE BY ABAXIS - SEC FILING Source text: (https://bit.ly/2KprpqL) Further company coverage: (Reuters.Briefs@thomsonreuters.com),normal,Unknown
ABAX,ABAXIS Inc,20180516,BRIEF-Zoetis To Acquire Abaxis for about $2 Bln In Aggregate ,* ZOETIS TO ACQUIRE ABAXIS  A LEADING GLOBAL PROVIDER OF VETERINARY POINT-OF-CARE DIAGNOSTIC INSTRUMENTS,normal,Unknown
ABAX,ABAXIS Inc,20180516,Zoetis to buy Abaxis for $1.9 bln in cash ,May 16 Animal health company Zoetis Inc said on Wednesday it would buy Abaxis Inc  a maker of veterinary diagnostic instruments  for about $1.9 billion in cash.,normal,Unknown
ACOR,Acorda Therapeutics Inc,20180516,BRIEF-Hls Therapeutics Announces Qtrly Net Loss $0.19 Per Common Share ,* QTRLY NET LOSS $0.19 PER COMMON SHARE Source text for Eikon: Further company coverage: (Reuters.Briefs@thomsonreuters.com),topStory,Unknown
ACXM,Acxiom Corporation,20180516,BRIEF-Acxiom Q4 Non-GAAP Earnings Per Share $0.27 ,* Q4 EARNINGS PER SHARE VIEW $0.21 -- THOMSON REUTERS I/B/E/S,topStory,Unknown
ADMA,ADMA Biologics Inc,20180516,BRIEF-Adma Biologics Granted U.S. Patent For Treating Respiratory Infections ,* ADMA BIOLOGICS GRANTED U.S. PATENT FOR TREATING RESPIRATORY INFECTIONS,topStory,Unknown
AKER,Akers Biosciences Inc,20180516,BRIEF-Akers Biosciences Files Non Timely 10-Q - SEC Filing ,* AKERS BIOSCIENCES INC FILES NON TIMELY 10-Q - SEC FILING Source text: (https://bit.ly/2k6a2jr) Further company coverage:,topStory,Unknown
ALBO,Albireo Pharma Inc,20180516,BRIEF-Albireo Enrolls First Patient In Phase 3 PFIC Trial Of A4250 ,* ALBIREO ENROLLS FIRST PATIENT IN PHASE 3 PFIC TRIAL OF A4250 Source text for Eikon: Further company coverage:,topStory,Sell
