AMZN,Amazoncom Inc,20180613,Italy's Poste and Amazon sign deal to boost online shopping ,MILAN  June 13 Italian mail operator Poste Italiane said on Wednesday it had signed a three-year deal with online giant Amazon aimed at developing new products to improve delivery and returns for online shopping.,topStory,Sell
AMZN,Amazoncom Inc,20180613,CORRECTED-UPDATE 2-Payments company Adyen evokes tech bubble as share price doubles on market debut ,AMSTERDAM  June 13 Shares in Adyen    which handles the payments backend for Netflix   Facebook and eBay  doubled on Wednesday in a market debut reminiscent of the 1999 tech bubble.,normal,Sell
AMZN,Amazoncom Inc,20180613,Seattle City Council repeals 'head tax' weeks after enactment ,SEATTLE The Seattle City Council on Tuesday repealed a newly enacted "head tax" on the city's largest companies  including Amazon.com  in the face of seemingly insurmountable big-business opposition to a revenue measure meant to combat homelessness.,normal,Unknown
AMZN,Amazoncom Inc,20180613,Judge keeps stay on Amazon driver misclassification case ,A federal judge in Seattle has rejected a bid by Amazon.com Inc delivery drivers to lift a stay on their proposed nationwide class action alleging they were misclassified as independent contractors.,normal,Unknown
ABCB,Ameris Bancorp,20180613,Fed approves Ameris Bancorp-Hamilton State Bancshares merger ,WASHINGTON The U.S. Federal Reserve said on Wednesday it had approved a merger between Georgia's Ameris Bancorp and Hamilton State Bancshares  in a further sign of growing bank consolidation in the country.,topStory,Unknown
ABCB,Ameris Bancorp,20180613,U.S. Fed approves Ameris Bancorp-Hamilton State Bancshares merger ,WASHINGTON  June 13 The U.S. Federal Reserve said on Wednesday it had approved a merger between Georgia's Ameris Bancorp and Hamilton State Bancshares  in a further sign of growing bank consolidation in the country.,normal,Unknown
AAPL,Apple Inc,20180613,UPDATE 2-Apple to undercut popular law-enforcement tool for cracking iPhones ,SAN FRANCISCO  June 13 Apple Inc said on Wednesday it will change its iPhone settings to undercut the most popular means for law enforcement to break into the devices.,topStory,Sell
AAPL,Apple Inc,20180613,Apple to undercut popular law-enforcement tool for cracking iPhones ,SAN FRANCISCO  June 13 Apple Inc said on Wednesday it will change its iPhone settings to undercut the most popular means for law enforcement to break into the devices.,normal,Unknown
CLLS,Cellectis SA,20180613,BRIEF-Cellectis Publishes Methods to Improve Clinical Use of Chimeric Antigen Receptor T-Cell Therapy ,* ANNOUNCED ON TUESDAY NOVEL METHODS TO IMPROVE THE CLINICAL USE OF CHIMERIC ANTIGEN RECEPTOR T-CELL THERAPY,topStory,Sell
CMCSA,Comcast Corporation,20180613,Comcast offers $65 billion to lure Fox from Disney bid ,Comcast Corp  offered $65 billion on Wednesday to lure Twenty-First Century Fox Inc  away from a merger with Walt Disney Co   setting up a bidding war between two of the largest U.S. media companies with its 20 percent higher offer. | Video ,repeated,Unknown
CMCSA,Comcast Corporation,20180613,UPDATE 5-Comcast offers $65 bln to lure Fox from Disney bid ,June 13 Comcast Corp offered $65 billion on Wednesday to lure Twenty-First Century Fox Inc away from a merger with Walt Disney Co  setting up a bidding war between two of the largest U.S. media companies with its 20 percent higher offer.,normal,Unknown
CMCSA,Comcast Corporation,20180613,Comcast prepares financing for 21st Century Fox buy ,NEW YORK (IFR) - Comcast says it has "Highly Confident Letters" from Bank of America Merrill Lynch and Wells Fargo for its US$65bn 21st Century Fox bid.,normal,Unknown
CMCSA,Comcast Corporation,20180613,Deals of the day-Mergers and acquisitions ,June 13 The following bids  mergers  acquisitions and disposals were reported by 2020 GMT on Wednesday:,normal,Unknown
CMCSA,Comcast Corporation,20180613,Comcast offers to buy Fox media assets for $65 bln in cash ,June 13 Comcast Corp on Wednesday offered $65 billion for the businesses Twenty-First Century Fox had already agreed to sell to Walt Disney Co  a day after AT&T won approval to buy Time Warner.,normal,Strong Buy
CMCSA,Comcast Corporation,20180613,Fox shares pop ahead of expected Comcast bid ,Twenty-First Century Fox Inc's shares hit a record high on Wednesday as approval for AT&T Inc's $85 billion buyout of Time Warner Inc spurred speculation that Comcast Corp would make an offer for most of Fox's assets.,normal,Unknown
CMCSA,Comcast Corporation,20180613,M&A gates open with judge's blessing on AT&T-Time Warner merger ,A federal judge on Tuesday gave a ringing endorsement to AT&T Inc's planned acquisition of Time Warner Inc without any conditions  opening the door for companies such as Comcast Corp and Verizon Communications Inc to pursue deals to buy creators of media content.,normal,Unknown
CMCSA,Comcast Corporation,20180613,UPDATE 4-Fox shares pop ahead of expected Comcast bid ,June 13 Twenty-First Century Fox Inc's shares hit a record high on Wednesday as approval for AT&T Inc's $85 billion buyout of Time Warner Inc spurred speculation that Comcast Corp would make an offer for most of Fox's assets.,normal,Unknown
CMCSA,Comcast Corporation,20180613,EU mergers and takeovers (June 13) ,BRUSSELS  June 13 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,normal,Unknown
CMCSA,Comcast Corporation,20180613,AT&T wins court approval to buy Time Warner over Trump opposition ,WASHINGTON AT&T Inc won court approval on Tuesday to buy Time Warner Inc for $85 billion  rebuffing an attempt by U.S. President Donald Trump's administration to block the deal and likely setting off a wave of corporate mergers. | Video ,normal,Unknown
DJCO,Daily Journal Corp (SC),20180613,Greystar in talks to buy Education Realty for about $3.1 billion: WSJ ,Greystar Real Estate Partners is in exclusive discussions to buy Education Realty Trust Inc   owner of collegiate housing communities  for about $3.1 billion  the Wall Street Journal reported on Wednesday  citing people familiar with the matter.,topStory,Sell
DISCA,Discovery Inc,20180613,M&A gates open with judge's blessing on AT&T-Time Warner merger ,A federal judge on Tuesday gave a ringing endorsement to AT&T Inc's planned acquisition of Time Warner Inc without any conditions  opening the door for companies such as Comcast Corp and Verizon Communications Inc to pursue deals to buy creators of media content.,normal,Unknown
DISCB,Discovery Inc,20180613,M&A gates open with judge's blessing on AT&T-Time Warner merger ,A federal judge on Tuesday gave a ringing endorsement to AT&T Inc's planned acquisition of Time Warner Inc without any conditions  opening the door for companies such as Comcast Corp and Verizon Communications Inc to pursue deals to buy creators of media content.,normal,Unknown
DISCK,Discovery Inc,20180613,M&A gates open with judge's blessing on AT&T-Time Warner merger ,A federal judge on Tuesday gave a ringing endorsement to AT&T Inc's planned acquisition of Time Warner Inc without any conditions  opening the door for companies such as Comcast Corp and Verizon Communications Inc to pursue deals to buy creators of media content.,normal,Unknown
EBAY,eBay Inc,20180613,Payments company Adyen evokes tech bubble as share price doubles on market debut ,AMSTERDAM Adyen    which processes payments for Netflix   Facebook  and eBay   saw its value double to $17 billion in a market debut on Wednesday reminiscent of the 1999 tech bubble. | Video ,topStory,Sell
EBAY,eBay Inc,20180613,UPDATE 3-Payments company Adyen evokes tech bubble as share price doubles on market debut ,* Soaring debut prompts debate over whether offer mispriced (Updates with banking industry comment on unusual price rise),normal,Sell
EBAY,eBay Inc,20180613,CORRECTED-UPDATE 2-Payments company Adyen evokes tech bubble as share price doubles on market debut ,AMSTERDAM  June 13 Shares in Adyen    which handles the payments backend for Netflix   Facebook and eBay  doubled on Wednesday in a market debut reminiscent of the 1999 tech bubble.,normal,Sell
EBAYL,eBay Inc,20180613,Payments company Adyen evokes tech bubble as share price doubles on market debut ,AMSTERDAM Adyen    which processes payments for Netflix   Facebook  and eBay   saw its value double to $17 billion in a market debut on Wednesday reminiscent of the 1999 tech bubble. | Video ,repeated,Sell
EBAYL,eBay Inc,20180613,UPDATE 3-Payments company Adyen evokes tech bubble as share price doubles on market debut ,* Soaring debut prompts debate over whether offer mispriced (Updates with banking industry comment on unusual price rise),normal,Sell
EBAYL,eBay Inc,20180613,CORRECTED-UPDATE 2-Payments company Adyen evokes tech bubble as share price doubles on market debut ,AMSTERDAM  June 13 Shares in Adyen    which handles the payments backend for Netflix   Facebook and eBay  doubled on Wednesday in a market debut reminiscent of the 1999 tech bubble.,normal,Sell
FB,Facebook Inc,20180613,Uber hires Facebook's product director as its driver product head ,Uber Technologies Inc [UBER.UL] has hired Facebook Inc product director Daniel Danker as its head of driver product  Chief Executive Officer Dara Khosrowshahi said in a tweet on Wednesday.,topStory,Unknown
FB,Facebook Inc,20180613,Uber hires Facebook's product director as its driver product head ,June 13 Uber Technologies Inc has hired Facebook Inc product director Daniel Danker as its head of driver product  Chief Executive Officer Dara Khosrowshahi said in a tweet on Wednesday.,normal,Unknown
FB,Facebook Inc,20180613,Payments company Adyen evokes tech bubble as share price doubles on market debut ,AMSTERDAM Adyen    which processes payments for Netflix   Facebook  and eBay   saw its value double to $17 billion in a market debut on Wednesday reminiscent of the 1999 tech bubble. | Video ,normal,Sell
FB,Facebook Inc,20180613,UPDATE 3-Payments company Adyen evokes tech bubble as share price doubles on market debut ,* Soaring debut prompts debate over whether offer mispriced (Updates with banking industry comment on unusual price rise),normal,Sell
