AAPL,Apple Inc,20180629,Apple rebuilds mapping app  but will still tap TomTom ,Apple Inc is rebuilding the widely used mapping application on its iPhones from the ground up with its own dataset  but Amsterdam-based TomTom NV will continue to be a data provider for Apple's maps app  Cupertino  California-based Apple told Reuters on Friday.,topStory,Unknown
AAPL,Apple Inc,20180629,UPDATE 1-Apple rebuilds mapping app  but will still tap TomTom ,June 29 Apple Inc is rebuilding the widely used mapping application on its iPhones from the ground up with its own dataset  but Amsterdam-based TomTom NV will continue to be a data provider for Apple's maps app  Cupertino  California-based Apple told Reuters on Friday.,normal,Sell
AAPL,Apple Inc,20180629,Apple rebuilds mapping app  but will still tap TomTom ,June 29 Apple Inc is rebuilding the widely used mapping application on its iPhones from the ground up with its own dataset  but Amsterdam-based TomTom NV will continue to be a data provider for Apple's maps app  Cupertino  California-based Apple told Reuters on Friday. (Reporting by Stephen Nellis; Editing by David Gregorio),normal,Unknown
AAPL,Apple Inc,20180629,Qualcomm extends NXP tender offer yet again ,U.S. chipmaker Qualcomm Inc  on Friday extended the tender offer for its proposed $44 billion deal to buy NXP Semiconductors NV  for the 29th time as it awaits clearance from the Chinese government.,normal,Sell
AAPL,Apple Inc,20180629,Qualcomm extends NXP tender offer yet again ,June 29 U.S. chipmaker Qualcomm Inc on Friday extended the tender offer for its proposed $44 billion deal to buy NXP Semiconductors NV for the 29th time as it awaits clearance from the Chinese government.,normal,Sell
ABX,Barrick Gold Corporation,20180629,UPDATE 1-Power restored  production resumes at PNG's Porgera gold mine after Feb quake ,* Electricity repairs 5 months ahead of schedule - miner (Updates with Barrick statement),topStory,Sell
ABX,Barrick Gold Corporation,20180629,Power restored  production resumes at PNG's Porgera gold mine after Feb quake ,SYDNEY  June 29 Full mining operations have resumed and power has been restored at Papua New Guinea's Porgera gold mine  four months after an earthquake disrupted its electricity supply  a spokeswoman for the mine said on Wednesday.,normal,Sell
AMZN,Amazoncom Inc,20180629,French group Rexel to shake up portfolio of businesses to tackle Amazon ,PARIS French electrical parts distributor Rexel  is in the process of developing certain strategies to deal with challenges posed by Amazon   including changes to its portfolio of businesses  its chief executive told Reuters in an interview.,topStory,Unknown
BA,Boeing Company (The),20180629,Bell-Boeing joint venture wins $4.2 billion U.S. defense contract - Pentagon ,WASHINGTON A joint venture of Boeing Co  and Bell Helicopter  a unit of Textron Inc   has been awarded a $4.2 billion modification to a previously awarded contract for V-22 tiltrotor aircraft  the Pentagon said on Friday.,topStory,Unknown
BA,Boeing Company (The),20180629,Bell-Boeing joint venture wins $4.2 bln U.S. defense contract -Pentagon ,WASHINGTON  June 29 A joint venture of Boeing Co and Bell Helicopter  a unit of Textron Inc  has been awarded a $4.2 billion modification to a previously awarded contract for V-22 tiltrotor aircraft  the Pentagon said on Friday.,normal,Sell
BC,Brunswick Corporation,20180629,Boat maker Brunswick to buy Power Products' unit for $910 million ,Boat maker Brunswick Corp  said on Friday it would buy the global marine and mobile business of Power Products LLC for $910 million in cash  adding 11 brands including wire and cable supplier Ancor and ProMariner battery chargers for boats.,topStory,Unknown
BC,Brunswick Corporation,20180629,UPDATE 1-Boat maker Brunswick to buy Power Products' unit for $910 mln ,June 29 Boat maker Brunswick Corp said on Friday it would buy the global marine and mobile business of Power Products LLC for $910 million in cash  adding 11 brands including wire and cable supplier Ancor and ProMariner battery chargers for boats.,normal,Unknown
