ACRX,AcelRx Pharmaceuticals Inc,20180523,BRIEF-Three Arch's Shares Of AcelRx Stock Acquired In Transaction Led By Leerink Revelation Partners And Industry Ventures ,* THREE ARCH'S SHARES OF ACELRX COMMON STOCK ACQUIRED IN A PRIVATE TRANSACTION LED BY LEERINK REVELATION PARTNERS AND INDUSTRY VENTURES,topStory,Sell
AGNC,AGNC Investment Corp,20180523,BRIEF-AGNC Investment Announces Public Offering Of Common Stock ,* AGNC INVESTMENT - EXPECTS TO USE NET PROCEEDS FROM OFFERING TO FINANCE ACQUISITION OF AGENCY SECURITIES  NON-AGENCY SECURITIES  OTHERS Source text for Eikon: Further company coverage:,topStory,Sell
AGNCB,AGNC Investment Corp,20180523,BRIEF-AGNC Investment Announces Public Offering Of Common Stock ,* AGNC INVESTMENT - EXPECTS TO USE NET PROCEEDS FROM OFFERING TO FINANCE ACQUISITION OF AGENCY SECURITIES  NON-AGENCY SECURITIES  OTHERS Source text for Eikon: Further company coverage:,topStory,Sell
AGNCN,AGNC Investment Corp,20180523,BRIEF-AGNC Investment Announces Public Offering Of Common Stock ,* AGNC INVESTMENT - EXPECTS TO USE NET PROCEEDS FROM OFFERING TO FINANCE ACQUISITION OF AGENCY SECURITIES  NON-AGENCY SECURITIES  OTHERS Source text for Eikon: Further company coverage:,topStory,Sell
ALGN,Align Technology Inc,20180523,BRIEF-Align Technology Board Authorizes $600 Mln Stock Repurchase Program ,* ALIGN TECHNOLOGY INC - ALIGN REAFFIRMED ITS FINANCIAL GUIDANCE FOR Q2 AND FULL FISCAL YEAR 2018,topStory,Unknown
ALGT,Allegiant Travel Company,20180523,BRIEF-Allegiant Announces Tentative Dispatchers Contract Agreement With Teamsters ,* ALLEGIANT ANNOUNCES TENTATIVE DISPATCHERS CONTRACT AGREEMENT WITH INTERNATIONAL BROTHERHOOD OF TEAMSTERS,topStory,Sell
ALGT,Allegiant Travel Company,20180523,BRIEF-Allegiant Welcomed Its First U.S. Produced A320 Aircraft ,* WELCOMED ITS FIRST U.S.-PRODUCED A320 AIRCRAFT FROM AIRBUS U.S. MANUFACTURING FACILITY IN MOBILE  ALABAMA Source text for Eikon: Further company coverage:,normal,Unknown
AMZN,Amazoncom Inc,20180523,Online fashion marketplace Poshmark says its sellers have made $1 bln ,SAN FRANCISCO  May 23 Fashionistas have earned a total of $1 billion selling clothes and accessories through online marketplace Poshmark  the startup's chief executive told Reuters on Tuesday  highlighting the opportunity still available for young ecommerce companies despite the ever-present threat of Amazon.com Inc.,normal,Unknown
AMRS,Amyris Inc,20180523,BRIEF-Temasek Holdings Reports 8.9 Pct Stake In Amyris Inc ,* TEMASEK HOLDINGS (PRIVATE) LIMITED REPORTS 8.9 PERCENT STAKE IN AMYRIS INC AS OF MAY 22  2018 - SEC FILING,topStory,Unknown
ANIK,Anika Therapeutics Inc,20180523,BRIEF-Anika Therapeutics Announces $30 Mln Accelerated Share Repurchase ,* ANIKA THERAPEUTICS ANNOUNCES $30 MILLION ACCELERATED SHARE REPURCHASE,topStory,Unknown
AAPL,Apple Inc,20180523,BRIEF-Apple Says Will Offer $50 Credit To Those Who Paid For Battery Replacements On Iphone 6 Or Later ,* APPLE OFFERING $50 CREDIT TO CUSTOMERS WHO PAID FOR OUT-OF-WARRANTY BATTERY REPLACEMENT FOR IPHONE 6 OR LATER DEVICES BETWEEN JAN 1  2017 AND DEC 28 Source text :(https://apple.co/2x5pTZ8) Further company coverage:,topStory,Sell
AAPL,Apple Inc,20180523,BRIEF-Apple Says Will Offer $50 Credit To Those Who Paid For Battery Replacements On Iphone 6 Or Later- CNBC ,* APPLE SAYS WILL OFFER A $50 CREDIT TO CUSTOMERS WHO PAID FOR BATTERY REPLACEMENTS ON IPHONE 6 OR LATER DEVICES BETWEEN JAN. 1 AND DEC. 28  2017 - CNBC Further company coverage:,normal,Sell
AAPL,Apple Inc,20180523,Foxconn unit aims to raise $4.3 bln in biggest China IPO since 2015 ,TAIPEI/SHANGHAI  May 23 Foxconn Industrial Internet  a subsidiary of the world's largest contract manufacturer Foxconn  said it plans to raise 27.1 billion yuan ($4.26 billion) in what will be the biggest Chinese initial public offering in about three years.,normal,Unknown
AVGR,Avinger Inc,20180523,BRIEF-Avinger Receives FDA Clearance Of Next Generation Pantheris Device ,* AVINGER RECEIVES FDA CLEARANCE OF NEXT GENERATION PANTHERIS DEVICE,topStory,Unknown
TAPR,Barclays Inverse US Treasury Composite ETN,20180523,Barclays has no plans for tie-up with rival banks: sources ,LONDON Barclays Plc  is not actively exploring a potential merger with rivals  two sources close to the bank said  as speculation mounts about how the British lender plans to defend itself against activist investor Edward Bramson.,topStory,Unknown
TAPR,Barclays Inverse US Treasury Composite ETN,20180523,UPDATE 3-Barclays has no plans for tie-up with rival banks - sources ,* StanChart shares rise 1.4 pct  Barclays down 0.7 pct (Recasts  adds StanChart comment),normal,Unknown
TAPR,Barclays Inverse US Treasury Composite ETN,20180523,Barclays has no plans for tie-up with rival banks - sources ,LONDON  May 23 Barclays Plc is not exploring a potential merger with other banks  two sources close to the lender told Reuters  dismissing a media report that said Barclays was considering a possible deal with rivals  including Standard Chartered.,normal,Unknown
DLBL,Barclays PLC,20180523,Barclays has no plans for tie-up with rival banks: sources ,LONDON Barclays Plc  is not actively exploring a potential merger with rivals  two sources close to the bank said  as speculation mounts about how the British lender plans to defend itself against activist investor Edward Bramson.,topStory,Unknown
DLBL,Barclays PLC,20180523,UPDATE 3-Barclays has no plans for tie-up with rival banks - sources ,* StanChart shares rise 1.4 pct  Barclays down 0.7 pct (Recasts  adds StanChart comment),normal,Unknown
DLBL,Barclays PLC,20180523,Barclays has no plans for tie-up with rival banks - sources ,LONDON  May 23 Barclays Plc is not exploring a potential merger with other banks  two sources close to the lender told Reuters  dismissing a media report that said Barclays was considering a possible deal with rivals  including Standard Chartered.,normal,Unknown
DTYL,Barclays PLC,20180523,Barclays has no plans for tie-up with rival banks: sources ,LONDON Barclays Plc  is not actively exploring a potential merger with rivals  two sources close to the bank said  as speculation mounts about how the British lender plans to defend itself against activist investor Edward Bramson.,topStory,Unknown
DTYL,Barclays PLC,20180523,UPDATE 3-Barclays has no plans for tie-up with rival banks - sources ,* StanChart shares rise 1.4 pct  Barclays down 0.7 pct (Recasts  adds StanChart comment),normal,Unknown
DTYL,Barclays PLC,20180523,Barclays has no plans for tie-up with rival banks - sources ,LONDON  May 23 Barclays Plc is not exploring a potential merger with other banks  two sources close to the lender told Reuters  dismissing a media report that said Barclays was considering a possible deal with rivals  including Standard Chartered.,normal,Unknown
BL,BlackLine Inc,20180523,BRIEF-Blackline Prices Offering Of 3.5 Mln Shares By Selling Stockholders ,* BLACKLINE PRICES OFFERING OF 3 500 000 SHARES BY SELLING STOCKHOLDERS,topStory,Sell
BLUE,bluebird bio Inc,20180523,BRIEF-FDA Grants Breakthrough Therapy Designation To Lenti-D For The Treatment Of Cerebral Adrenoleukodystrophy ,* FDA GRANTS BREAKTHROUGH THERAPY DESIGNATION TO LENTI-D™ FOR THE TREATMENT OF CEREBRAL ADRENOLEUKODYSTROPHY,topStory,Unknown
CARA,Cara Therapeutics Inc,20180523,Cara Therapeutics signs licensing deal with Vifor Fresenius  shares surge ,Shares of Cara Therapeutics surged more than 20 percent on Wednesday after it signed a licensing agreement with Vifor Fresenius Medical Care Renal Pharma Ltd that could give the U.S. drug developer up to $470 million in milestone payments.,topStory,Strong Buy
CARA,Cara Therapeutics Inc,20180523,BRIEF-Cara Therapeutics And Vifor Fresenius Medical Care Renal Pharma Enter Into Ex-U.S. Licensing Agreement ,* CARA THERAPEUTICS AND VIFOR FRESENIUS MEDICAL CARE RENAL PHARMA (VFMCRP) ENTER INTO EX-U.S. LICENSING AGREEMENT TO COMMERCIALIZE KORSUVA™ INJECTION IN DIALYSIS PATIENTS WITH PRURITUS,normal,Unknown
