ABEO,Abeona Therapeutics Inc,20180511,BRIEF-Abeona Therapeutics Posts Q1 Loss Of $0.18 Per Share ,* ABEONA THERAPEUTICS REPORTS FIRST QUARTER 2018 FINANCIAL RESULTS AND BUSINESS HIGHLIGHTS,topStory,Unknown
ACOR,Acorda Therapeutics Inc,20180511,BRIEF-Abeona Therapeutics Posts Q1 Loss Of $0.18 Per Share ,* ABEONA THERAPEUTICS REPORTS FIRST QUARTER 2018 FINANCIAL RESULTS AND BUSINESS HIGHLIGHTS,topStory,Unknown
AGEN,Agenus Inc,20180511,BRIEF-Agenus Inc Files Prospectus Supplement Relates To Sale Of Up To 20 Mln Shares Of Co ,* AGENUS INC FILES PROSPECTUS SUPPLEMENT RELATES TO ISSUANCE  SALE OF UP TO 20 MILLION SHARES OF CO'S COMMON THROUGH B. RILEY FBR INC - SEC FILING Source text: (https://bit.ly/2rCkYJ1) Further company coverage:,topStory,Sell
AMCN,AirMedia Group Inc,20180511,BRIEF-Airmedia Announces Receipt Of Minimum Bid Price Notice From Nasdaq ,* AIRMEDIA ANNOUNCES RECEIPT OF MINIMUM BID PRICE NOTICE FROM NASDAQ Source text for Eikon: Further company coverage:,topStory,Unknown
AKTX,Akari Therapeutics Plc,20180511,BRIEF-David Horn Solomon Resigns As CEO Of Akari Therapeutics ,* AKARI THERAPEUTICS SAYS ON MAY 8  DAVID HORN SOLOMON  RESIGNED AS CEO AND AS A MEMBER OF BOARD EFFECTIVE IMMEDIATELY - SEC FILING,topStory,Unknown
GOOG,Alphabet Inc,20180511,UPDATE 1-Cisco pulls all online ads from YouTube ,May 10 Network gear maker Cisco Systems Inc is pulling all online ads from YouTube due to fears of the ads appearing on sensitive content on the platform  Cisco's chief marketing officer  Karen Walker  said in a blog on Wednesday.,normal,Unknown
GOOGL,Alphabet Inc,20180511,UPDATE 1-Cisco pulls all online ads from YouTube ,May 10 Network gear maker Cisco Systems Inc is pulling all online ads from YouTube due to fears of the ads appearing on sensitive content on the platform  Cisco's chief marketing officer  Karen Walker  said in a blog on Wednesday.,normal,Unknown
AMZN,Amazoncom Inc,20180511,Apple is almost a $1 trillion company  but watch out for Amazon ,SAN FRANCISCO Apple is on the verge of becoming the first $1 trillion publicly listed U.S. company  but even if it gets there  it could soon be overtaken as Amazon.com surges from behind. | Video ,topStory,Unknown
AAPL,Apple Inc,20180511,Apple is almost a $1 trillion company  but watch out for Amazon ,SAN FRANCISCO Apple is on the verge of becoming the first $1 trillion publicly listed U.S. company  but even if it gets there  it could soon be overtaken as Amazon.com surges from behind. | Video ,topStory,Unknown
APTI,Apptio Inc,20180511,BRIEF-Apptio Says Outstanding Shares Of Class B Common Stock Automatically Converted Into Class A Common Stock On A 1-For-1 Basis ,* APPTIO - OUTSTANDING SHARES OF CLASS B COMMON STOCK AUTOMATICALLY CONVERTED INTO CLASS A COMMON STOCK ON A 1-FOR-1 BASIS  EFFECTIVE MAY 10 Source text for Eikon: Further company coverage:,topStory,Sell
ACGL,Arch Capital Group Ltd,20180511,UPDATE 1-China Three Gorges launches $10.8 bln bid for Portuguese power firm EDP ,LISBON  May 11 China's state-owned utility China Three Gorges on Friday launched a bid to take control of Portugal's biggest company EDP  offering a premium of just below 5 percent on the power firm's closing stock price.,normal,Sell
ACGLO,Arch Capital Group Ltd,20180511,UPDATE 1-China Three Gorges launches $10.8 bln bid for Portuguese power firm EDP ,LISBON  May 11 China's state-owned utility China Three Gorges on Friday launched a bid to take control of Portugal's biggest company EDP  offering a premium of just below 5 percent on the power firm's closing stock price.,normal,Sell
ACGLP,Arch Capital Group Ltd,20180511,UPDATE 1-China Three Gorges launches $10.8 bln bid for Portuguese power firm EDP ,LISBON  May 11 China's state-owned utility China Three Gorges on Friday launched a bid to take control of Portugal's biggest company EDP  offering a premium of just below 5 percent on the power firm's closing stock price.,normal,Sell
