BABY,Natus Medical Incorporated,20180624,Hedge fund Voce's nominees elected to Natus board , (This version of the June 22 story corrects paragraph 3 to say Weiss was a nominee and had not previously served on Natus' board),topStory,Unknown
BABY,Natus Medical Incorporated,20180624,CORRECTED-Hedge fund Voce's nominees elected to Natus board ,June 22 Natus Medical Inc said on Friday its stockholders had elected hedge fund Voce Capital Management's nominees to the company's board  ending a months long proxy fight.,normal,Unknown
BAM,Brookfield Asset Management Inc,20180624,Hometown sweetens takeover bid for Australia's Gateway Lifestyle ,Australia's Gateway Lifestyle Group  said on Monday it received a sweetened A$713.8 million ($531 million)  or A$2.35 a share  takeover offer from Hometown Australia Holdings Pty Ltd and Hometown America Communities Limited Partnership.,normal,Unknown
BAM,Brookfield Asset Management Inc,20180624,UPDATE 1-Hometown sweetens takeover bid for Australia's Gateway Lifestyle ,June 25 Australia's Gateway Lifestyle Group said on Monday it received a sweetened A$713.8 million ($531 million)  or A$2.35 a share  takeover offer from Hometown Australia Holdings Pty Ltd and Hometown America Communities Limited Partnership.,normal,Unknown
GE,General Electric Company,20180624,GE nearing deal to sell industrial engines unit to Advent: WSJ ,General Electric Co  is close to a deal to sell its industrial gas engines business to private equity firm Advent International for $3 billion or more  The Wall Street Journal reported on Sunday  citing people familiar with the matter.,topStory,Strong Buy
GE,General Electric Company,20180624,GE nearing deal to sell industrial engines unit to Advent - WSJ ,June 24 General Electric Co is close to a deal to sell its industrial gas engines business to private equity firm Advent International for $3 billion or more  The Wall Street Journal reported on Sunday  citing people familiar with the matter.,normal,Strong Buy
JPM,J P Morgan Chase & Co,20180624,JPMorgan subsidiary to sell Saudi Investment Bank stake for $203 million ,DUBAI A subsidiary of JPMorgan Chase & Co  has agreed to sell its minority stake in Saudi Investment Bank  for 759.3 million riyals ($203 million)  Saudi Investment Bank said in a statement on Sunday.,topStory,Unknown
JPM,J P Morgan Chase & Co,20180624,JPMorgan subsidiary to sell Saudi Investment Bank stake for $203 mln ,DUBAI  June 24 A subsidiary of JPMorgan Chase & Co has agreed to sell its minority stake in Saudi Investment Bank for 759.3 million riyals ($203 million)  Saudi Investment Bank said in a statement on Sunday.,normal,Unknown
SLG,SL Green Realty Corporation,20180624,China's HNA to sell stake in 245 Park Avenue to SL Green: WSJ ,NEW YORK SL Green Realty Corp.  is buying a stake in the office tower at 245 Park Avenue in New York City from embattled Chinese conglomerate HNA Group [HNAIRC.UL]  according to the Wall Street Journal.,topStory,Unknown
SLG,SL Green Realty Corporation,20180624,China's HNA to sell stake in 245 Park Avenue to SL Green - WSJ ,NEW YORK  June 24 SL Green Realty Corp. is buying a stake in the office tower at 245 Park Avenue in New York City from embattled Chinese conglomerate HNA Group   according to the Wall Street Journal.,normal,Unknown
