AAPL,Apple Inc,20180627,Apple  Samsung settle U.S. patent dispute ,Apple Inc and Samsung Electronics Co Ltd on Wednesday settled a seven-year patent dispute over Apple's allegations that Samsung violated its patents by "slavishly" copying the design of the iPhone.,topStory,Unknown
AAPL,Apple Inc,20180627,UPDATE 4-Apple  Samsung settle U.S. patent dispute ,June 27 Apple Inc and Samsung Electronics Co Ltd on Wednesday settled a seven-year patent dispute over Apple's allegations that Samsung violated its patents by "slavishly" copying the design of the iPhone.,normal,Unknown
AAPL,Apple Inc,20180627,Apple  Samsung settle U.S. patent dispute ,June 27 Apple Inc and Samsung Electronics Co Ltd on Wednesday settled a years long patent dispute  according to a filing the U.S. District Court for the Northern District of California. The terms of the settlement were not disclosed in the court filing. (Reporting by Stephen Nellis),normal,Unknown
AAPL,Apple Inc,20180627,EU mergers and takeovers (June 27) ,BRUSSELS  June 27 The following are mergers under review by the European Commission and a brief guide to the EU merger process:,normal,Unknown
AAPL,Apple Inc,20180627,For 'French Tech'  Macron's global appeal a double-edged sword , (This 26th June story has been refiled to clarify Yann LeCun's role in paragraph 39),normal,Sell
AAPL,Apple Inc,20180627,REFILE-INSIGHT-For "French Tech"  Macron's global appeal a double-edged sword ,* But local firms voice frustration at U.S. giants' dominance,normal,Sell
AAPL,Apple Inc,20180627,FOCUS-Trade war or not  China Inc already reining in American brands ,SHANGHAI  June 27 As Beijing and Washington veer towards a full-blown trade war  American brands in China face what may be an even bigger threat: local rivals armed with innovative products and the Chinese government's blessing.,normal,Sell
AMZN,Amazoncom Inc,20180627,COLUMN-Are central banks embracing too much risk? ,June 27 Central banks are usually thought of as very conservative institutions; if they were cars they would be safe  family sedans. Lately  though  some central banks have been doing the market equivalent of zipping around in a sporty convertible. In recent years  at least two large central banks have been snapping up large quantities of equities  typically considered a risky investment.,normal,Unknown
AMZN,Amazoncom Inc,20180627,Commentary: Are central banks embracing too much risk? ,Central banks are usually thought of as very conservative institutions; if they were cars they would safe  family sedans. Lately  though  some central banks have been doing the market equivalent of zipping around in a sporty convertible. In recent years  at least two large central banks have been snapping up large quantities of equities  typically considered a risky investment.,normal,Unknown
APC,Anadarko Petroleum Corporation,20180627,UPDATE 2-Anadarko expects final decision on Mozambique LNG export project in 2019 ,June 27 U.S. oil and gas producer Anadarko Petroleum Corp said on Wednesday it expects to make a final investment decision in the first half of 2019 on whether to build the first liquefied natural gas export terminal in Mozambique.,topStory,Sell
