AAL,American Airlines Group Inc,20180621,Virgin Atlantic chief Kreeger to retire  to be replaced by CCO ,LONDON  June 21 British airline Virgin Atlantic on Thursday said Chief Executive Craig Kreeger would retire at the end of the year and will be replaced by the airline's chief commercial officer.,topStory,Unknown
AAPL,Apple Inc,20180621,Taiwan's TSMC to invest $25 bln in 5 nanometer node technology ,HSINCHU  Taiwan  June 21 Taiwan Semiconductor Manufacturing Co Ltd  a supplier to Apple Inc   said on Thursday it expects to invest $25 billion in 5 nanometer node technology.,normal,Unknown
AMZN,Amazoncom Inc,20180621,US STOCKS-Wall Street falls as drops in Amazon  Intel add to trade jitters ,* Indexes down: Dow 0.75 pct  S&P 0.58 pct  Nasdaq 0.75 pct (Updates to early afternoon),topStory,Unknown
AMZN,Amazoncom Inc,20180621,US STOCKS-Dow drops eighth straight session on trade worry; Amazon slips ,* Dow down 0.8 pct  S&P 500 down 0.63 pct  Nasdaq down 0.88 pct (Updates with U.S. market close),normal,Unknown
AMZN,Amazoncom Inc,20180621,US STOCKS-Wall St declines as Amazon  Intel fall; trade worries persist ,* Dow down 0.65 pct  S&P 500 down 0.50 pct  Nasdaq down 0.70 pct (Updates to mid-afternoon  changes byline),normal,Sell
AMZN,Amazoncom Inc,20180621,US STOCKS-Wall Street lower as drops in Amazon  Intel add to trade worries ,* Indexes down: Dow 0.52 pct  S&P 0.32 pct  Nasdaq 0.33 pct (Changes comment  adds details  updates prices),normal,Unknown
AMZN,Amazoncom Inc,20180621,Online retailers slide after U.S. court ruling on sales tax ,** Shares of online retailers take a hit after U.S. Supreme Court allows states to force these companies to collect sales tax,normal,Unknown
BA,Boeing Company (The),20180621,Norwegian Air CEO interested in possible Airbus A321XLR ,PARIS The chief executive of Norwegian Air  said he was interested in the possibility of a longer-range version of Airbus'  A321LR  which the European planemaker is studying in response to Boeing's  work on a new 'mid-market' jet.,topStory,Strong Buy
BA,Boeing Company (The),20180621,UPDATE 1-Norwegian Air CEO interested in possible Airbus A321XLR ,PARIS  June 21 The chief executive of Norwegian Air said he was interested in the possibility of a longer-range version of Airbus' A321LR  which the European planemaker is studying in response to Boeing's work on a new 'mid-market' jet.,normal,Strong Buy
BAM,Brookfield Asset Management Inc,20180621,UPDATE 2-North Americans jostle for Australian retirement villages ,* Retirement sector seen as bet on Australia's ageing population (Recasts and adds shares  analyst and company comments  background),topStory,Unknown
BAM,Brookfield Asset Management Inc,20180621,CANADA STOCKS-TSX futures fall on lower oil prices ,June 21 Futures pointed to a lower opening for Canada's main stock index on Thursday as oil prices fell on signs that OPEC is nearing a deal to bump up crude production.,normal,Unknown
BLK,BlackRock Inc,20180621,Top Dalradian shareholder supports Orion Mine takeover offer ,TORONTO  June 21 M&G Investment Management  the biggest shareholder in Dalradian Resources Inc  said on Thursday it was supportive of a friendly cash takeover offer for Dalradian from private equity group Orion Mine Finance.,normal,Sell
BP,BP plc,20180621,UPDATE 2-Russia's Rosneft sees chance to lift global oil market share ,* Glencore says CEFC deposit under failed deal under discussion,normal,Unknown
BRFS,BRF SA,20180621,Brazil's BRF in talks to sell some Minerva shares -paper ,BRASILIA  June 21 Brazilian food processor BRF SA is negotiating a block sale of some of its shares in smaller beef company Minerva SA  newspaper Valor Econômico said on Thursday.,topStory,Unknown
CAG,ConAgra Brands Inc,20180621,Pinnacle Foods  Conagra restart deal talks: sources ,Pinnacle Foods Inc   the owner of Birds Eye frozen foods and Mrs. Butterworth’s syrups  has restarted talks about potentially selling itself to its larger peer Conagra Brands Inc   according to two people familiar with the matter.,topStory,Unknown
CAG,ConAgra Brands Inc,20180621,Pinnacle Foods  Conagra restart deal talks - sources ,June 21 Pinnacle Foods Inc  the owner of Birds Eye frozen foods and Mrs. Butterworth’s syrups  has restarted talks about potentially selling itself to its larger peer Conagra Brands Inc  according to two people familiar with the matter. Packaged foods giants have been facing a crisis of slowing to stagnant growth in recent years as shoppers switch away from processed foods to healthier fare. These companies have also seen their profits squeezed by macroeconomic forces such as higher ,normal,Unknown
C,Citigroup Inc,20180621,UPDATE 2-Largest banks clear U.S. Fed's toughest annual stress tests ,WASHINGTON  June 21 The 35 largest U.S. banks are poised to put more money toward dividends  share buybacks and business investments  after clearing the first stage of an annual regulatory stress test on Thursday  showing they have enough capital to withstand an extreme recession.,normal,Sell
C,Citigroup Inc,20180621,Largest U.S. banks clear first hurdle in Fed's toughest annual stress tests ,WASHINGTON  June 21 The 35 largest U.S. banks have all cleared the first stage of an annual stress test  showing they would be able to maintain enough capital in an extreme recession to meet regulatory requirements  the Federal Reserve said on Thursday.,normal,Unknown
CG,The Carlyle Group LP,20180621,Carlyle raises $6.55 billion for new Asia fund ,HONG KONG Carlyle Group  said on Thursday it had raised $6.55 billion for its Asia private equity fund  its biggest ever  which will seek buyout and strategic investment opportunities across a wide range of sectors in the region.,topStory,Unknown
CG,The Carlyle Group LP,20180621,Linde  Praxair offer concessions in bid to win EU okay for merger ,BRUSSELS  June 21 German industrial gases company Linde and U.S. peer Praxair have offered concessions in a bid to address EU antitrust concerns and secure approval for their merger.,normal,Sell
