AMCN,AirMedia Group Inc,20150407,REFILE-BRIEF-Shenzhen Liantronics to acquire 5 pct stake in AirMedia ,* Says to acquire 5 percent stake in AirMedia group for 150 million yuan ($24.21 million),topStory
AMZN,Amazoncom Inc,20150407,Jeff Bezos' rocket company to begin suborbital test flights this year ,CAPE CANAVERAL  Fla. A space company owned by Amazon.com founder Jeff Bezos has finished work on a rocket engine for a suborbital spaceship and expects to begin flight tests this year  Blue Origin officials said on Tuesday.,topStory
AMZN,Amazoncom Inc,20150407,Jeff Bezos' rocket company to begin suborbital test flights this year ,CAPE CANAVERAL  Fla.  April 7 A space company owned by Amazon.com founder Jeff Bezos has finished work on a rocket engine for a suborbital spaceship and expects to begin flight tests this year  Blue Origin officials said on Tuesday.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20150407,MOVES-Barclays  BofA Merrill Lynch  U.S. Bank  Standard Chartered ,April 7 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20150407,Barclays' head of markets Eric Felder to leave bank -memo ,LONDON  April 7 Barclays head of markets Eric Felder is leaving the bank  less than a year after he was appointed to supervise its global sales and trading businesses  according to an internal memo.,normal
DCOM,Dime Community Bancshares Inc,20150407,Fitch Affirms Dime Community's Ratings at 'BBB'; Outlook Stable ,(The following statement was released by the rating agency) NEW YORK  April 07 (Fitch) Fitch Ratings has affirmed the long- and short-term  Issuer Default Ratings (IDRs) for Dime Community Bancshares  Inc. (DCOM) and its  principal banking subsidiary  Dime Savings Bank of Williamsburgh at 'BBB'/'F2'.  The Rating Outlook is Stable. A full list of ratings actions is provided at the  end of this release. Fitch reviewed DCOM as part of its Niche Bank Peer Review  which also includes  Astoria Financi,topStory
DLTR,Dollar Tree Inc,20150407,Dollar Tree says FTC wants 340 stores sold ahead of Family Dollar deal ,Dollar Tree Inc said the U.S. Federal Trade Commission has identified about 340 stores to be divested for the $8.5 billion takeover of Family Dollar Stores Inc to go through.,topStory
DLTR,Dollar Tree Inc,20150407,UPDATE 1-Dollar Tree says FTC wants 340 stores sold ahead of Family Dollar deal ,April 7 Dollar Tree Inc said the U.S. Federal Trade Commission has identified about 340 stores to be divested for the $8.5 billion takeover of Family Dollar Stores Inc to go through.,normal
DLTR,Dollar Tree Inc,20150407,Dollar Tree says FTC wants 340 stores sold ahead of Family Dollar deal ,April 7 Dollar Tree Inc said the U.S. Federal Trade Commission has identified about 340 stores to be divested for the $8.5 billion takeover of Family Dollar Stores Inc to go through.,normal
FLIR,FLIR Systems Inc,20150407,BRIEF-Electrocomponents enters distribution pact with Flir Systems ,* Pact for distribution of high-performing  portable thermal imaging instruments  Source text: http://bit.ly/1DftpL3 Further company coverage:    (Bengaluru Newsroom: +91 80 6749 1136),topStory
FMI,Foundation Medicine Inc,20150407,BRIEF-Roche gives results of tender offer for Foundation Medicine ,* Roche announced preliminary results of a tender offer for up to 15.6 million shares of common stock of Foundation Medicine  Inc. (FMI) at $50.00 per share in cash,topStory
MSFT,Microsoft Corporation,20150407,Microsoft  Getty Images settle dispute over online photo tool ,NEW YORK Getty Images has dropped its lawsuit against Microsoft Corp over alleged "massive" copyright infringement  announcing on Tuesday a plan to amicably bring Getty's photos to Microsoft's Internet search engine and devices.,topStory
MSFT,Microsoft Corporation,20150407,Microsoft  Getty Images settle dispute over online photo tool ,NEW YORK Getty Images has dropped its lawsuit against Microsoft Corp over alleged "massive" copyright infringement  announcing on Tuesday a plan to amicably bring Getty's photos to Microsoft's Internet search engine and devices.,normal
MSFT,Microsoft Corporation,20150407,Microsoft  Getty Images settle dispute over online photo tool ,NEW YORK  April 7 Getty Images has dropped its lawsuit against Microsoft Corp over alleged "massive" copyright infringement  announcing on Tuesday a plan to amicably bring Getty's photos to Microsoft's Internet search engine and devices.,normal
MSFT,Microsoft Corporation,20150407,BRIEF-Bloober Team unit signs distribution deal with Microsoft ,* Its unit iFun4all Sp. z o.o. signs deal with Microsoft Corporation for distribution of Blind'n'Bluff game on Xbox One platform  Source text for Eikon:  Further company coverage:    (Gdynia Newsroom),normal
PACW,PacWest Bancorp,20150407,Fitch Affirms PacWest Bancorp at 'BB+/B'; Outlook Stable ,(The following statement was released by the rating agency) CHICAGO  April 07 (Fitch) Fitch Ratings has affirmed the Issuer Default Ratings  (IDRs) for PacWest Bancorp (PACW) at 'BB+/B'. The Rating Outlook remains Stable.  Fitch has also upgraded the short-term deposit ratings and assigned issue-level  ratings to PACW's senior unsecured and trust preferred securities. A full list  of ratings follows at the end of this release. KEY RATING DRIVERS - IDRs  VRs and SENIOR DEBT PACW's ratings are sup,topStory
RYAAY,Ryanair Holdings plc,20150407,BRIEF-Ryanair March traffic rises 28 pct ,* March rolling annual traffic to march grew 11 pct to 90.5 mln customers  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom; +44 207 542 1810),topStory
SHPG,Shire plc,20150407,Shire agrees regulatory path for ADHD drug for adults ,LONDON  April 7 Pharmaceutical firm Shire  said on Tuesday it had agreed with U.S. regulators the steps it would take to submit a candidate drug to treat hyperactivity in adults for clearance.,topStory
SINA,Sina Corporation,20150407,BRIEF-Dongxing Securities  Sina in strategic cooperation ,* Says in strategic cooperation with Sina Corp on online and big data development,topStory
SINA,Sina Corporation,20150407,Dongxing Securities  Sina to partner on Internet banking ,SHANGHAI  April 7 China's Dongxing Securities  said it had formed an Internet banking partnership with Sina Corp  operator of a major web portal and microblogging service Weibo Corp.,normal
CG,The Carlyle Group LP,20150407,Berkshire takes 8.7 percent stake in Carlyle-controlled Axalta ,Paint maker Axalta Coating Systems Ltd  said Berkshire Hathaway Inc  would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group  for $560 million.,topStory
CG,The Carlyle Group LP,20150407,UPDATE 1-Berkshire takes 8.7 pct stake in Carlyle-controlled Axalta ,April 7 Paint maker Axalta Coating Systems Ltd  said Berkshire Hathaway Inc would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group for $560 million.,normal
CG,The Carlyle Group LP,20150407,Berkshire takes 8.7 pct stake in Carlyle-controlled Axalta ,April 7 Paints company Axalta Coating Systems Ltd said Berkshire Hathaway Inc would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group for $560 million.,normal
TCGP,The Carlyle Group LP,20150407,Berkshire takes 8.7 percent stake in Carlyle-controlled Axalta ,Paint maker Axalta Coating Systems Ltd  said Berkshire Hathaway Inc  would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group  for $560 million.,topStory
TCGP,The Carlyle Group LP,20150407,UPDATE 1-Berkshire takes 8.7 pct stake in Carlyle-controlled Axalta ,April 7 Paint maker Axalta Coating Systems Ltd  said Berkshire Hathaway Inc would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group for $560 million.,normal
TCGP,The Carlyle Group LP,20150407,Berkshire takes 8.7 pct stake in Carlyle-controlled Axalta ,April 7 Paints company Axalta Coating Systems Ltd said Berkshire Hathaway Inc would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group for $560 million.,normal
VIA,Viacom Inc,20150407,Viacom shares slip on bigger-than-expected charge  buyback halt ,April 7 Shares of MTV owner Viacom Inc  slipped on Tuesday  a day after the company hit the pause button on a $20 billion share buyback program and announced slew of restructuring steps that will result in a charge of $785 million.,topStory
VIAB,Viacom Inc,20150407,Viacom shares slip on bigger-than-expected charge  buyback halt ,April 7 Shares of MTV owner Viacom Inc  slipped on Tuesday  a day after the company hit the pause button on a $20 billion share buyback program and announced slew of restructuring steps that will result in a charge of $785 million.,topStory
WB,Weibo Corporation,20150407,Dongxing Securities  Sina to partner on Internet banking ,SHANGHAI  April 7 China's Dongxing Securities  said it had formed an Internet banking partnership with Sina Corp  operator of a major web portal and microblogging service Weibo Corp.,topStory
ACN,Accenture plc,20150407,BRIEF-Alcatel-Lucent and Accenture announce four-year agreement with Telefonica ,* Accenture and Alcatel-Lucent announce four-year agreement with Telefonica to deploy Alcatel-Lucent's motive customer experience management software,topStory
AZN,Astrazeneca PLC,20150407,Appeals court cuts damages to Astra Zeneca over Prilosec generic ,NEW YORK A U.S. appeals court said Tuesday that the $76 million in damages awarded to AstraZeneca in a patent infringement case involving its heartburn drug Prilosec must be cut back because of an improper calculation by the district court judge in the case.,topStory
AXTA,Axalta Coating Systems Ltd,20150407,Berkshire takes 8.7 percent stake in Carlyle-controlled Axalta ,Paint maker Axalta Coating Systems Ltd  said Berkshire Hathaway Inc  would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group  for $560 million.,topStory
AXTA,Axalta Coating Systems Ltd,20150407,UPDATE 1-Berkshire takes 8.7 pct stake in Carlyle-controlled Axalta ,April 7 Paint maker Axalta Coating Systems Ltd  said Berkshire Hathaway Inc would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group for $560 million.,normal
AXTA,Axalta Coating Systems Ltd,20150407,Berkshire takes 8.7 pct stake in Carlyle-controlled Axalta ,April 7 Paints company Axalta Coating Systems Ltd said Berkshire Hathaway Inc would buy an 8.7 percent stake in the company from controlling shareholder Carlyle Group for $560 million.,normal
BBD,Banco Bradesco Sa,20150407,Improving investor sentiment may spur Brazilian deals -Bradesco ,SAO PAULO  April 7 Banco Bradesco SA's investment-banking arm is confident that improved investor sentiment may unleash a flurry of local bond and stock offerings that murky market conditions have held back for months  a senior executive said on Tuesday.,topStory
BBDO,Banco Bradesco Sa,20150407,Improving investor sentiment may spur Brazilian deals -Bradesco ,SAO PAULO  April 7 Banco Bradesco SA's investment-banking arm is confident that improved investor sentiment may unleash a flurry of local bond and stock offerings that murky market conditions have held back for months  a senior executive said on Tuesday.,topStory
BAC,Bank of America Corporation,20150407,MOVES-Barclays  BofA Merrill Lynch  U.S. Bank  Standard Chartered ,April 7 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
BAC,Bank of America Corporation,20150407,MOVES-BofA Merrill Lynch hires Michael Casey from Morgan Stanley ,April 7 Bank of America Merrill Lynch hired Michael Casey from Morgan Stanley as director of its Nevada Boise complex.,normal
BCS,Barclays PLC,20150407,MOVES-Barclays  BofA Merrill Lynch  U.S. Bank  Standard Chartered ,April 7 The following financial services industry appointments were announced on Tuesday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
BCS,Barclays PLC,20150407,Barclays' head of markets Eric Felder to leave bank -memo ,LONDON  April 7 Barclays head of markets Eric Felder is leaving the bank  less than a year after he was appointed to supervise its global sales and trading businesses  according to an internal memo.,normal
BCE,BCE Inc,20150407,Canada privacy watchdog raps BCE knuckles over targeted ads ,TORONTO  April 7 Canada's largest telecom company will scale back its profiling of customers  which BCE Inc uses to sell targeted advertising services  after a rebuke from the country's privacy commission.,topStory
BBL,BHP Billiton plc,20150407,Australia chases BHP  Rio Tinto on Singapore tax shelter: AFR ,MELBOURNE Australia is pursuing global miners BHP Billiton and Rio Tinto for shifting billions of dollars in iron ore profits through marketing hubs in Singapore that pay almost no tax  the Australian Financial Review reported on Tuesday.,topStory
BBL,BHP Billiton plc,20150407,UPDATE 1-Australia chases BHP  Rio Tinto on Singapore tax shelter - AFR ,* Australia pursuing multibillion-dollar claims on BHP  Rio -AFR,normal
BA,Boeing Company (The),20150407,Boeing beats Airbus in first quarter net orders  deliveries ,PARIS U.S. planemaker Boeing  beat European rival Airbus  in net new orders and deliveries in the first quarter  according to figures released on Tuesday.,topStory
BA,Boeing Company (The),20150407,UPDATE 2-Boeing beats Airbus in Q1 net orders  deliveries ,PARIS  April 7 U.S. planemaker Boeing  beat European rival Airbus in net new orders and deliveries in the first quarter  according to figures released on Tuesday.,normal
BTI,British American Tobacco plc,20150407,Top British diplomat in cigarette lobbying row: FT ,Britain's high commissioner to Pakistan  Philip Barton  has drawn harsh criticism from medical experts and campaigners for attending a lobbying meeting by British American Tobacco in Pakistan  the Financial Times reported.,topStory
BTI,British American Tobacco plc,20150407,Top British diplomat in cigarette lobbying row -FT ,April 7 Britain's high commissioner to Pakistan  Philip Barton  has drawn harsh criticism from medical experts and campaigners for attending a lobbying meeting by British American Tobacco in Pakistan  the Financial Times reported.,normal
SNP,China Petroleum & Chemical Corporation,20150407,Yasref refinery in Saudi Arabia loads first petcoke cargo ,KHOBAR  Saudi Arabia  April 7 The Yasref refinery in Saudi Arabia  a joint venture between Saudi Aramco  and China's Sinopec has exported its first shipment of petroleum coke  the company said on Tuesday.,topStory
DCI,Donaldson Company Inc,20150407,Woods grouped with Walker and Donaldson for first round ,AUGUSTA  Georgia Tiger Woods  set to attract huge crowds on his much hyped return to the Masters  has been grouped with fellow American Jimmy Walker and Welshman Jamie Donaldson for Thursday's first round at Augusta National.,topStory
EC,Ecopetrol SA,20150407,Colombia's public credit director Janna to join Ecopetrol unit ,BOGOTA  April 7 Colombia's public credit director  who manages the nation's sovereign debt sales  will leave his post at the finance ministry on Tuesday to join a unit of state-run Ecopetrol  four government sources told Reuters.,topStory
EC,Ecopetrol SA,20150407,Colombia's Ecopetrol to focus on offshore exploration  key fields ,BOGOTA  April 7 Colombian state-owned oil company Ecopetrol will cope with falling oil prices by bolstering exploration offshore  as well as focusing on production of high-yield wells  the company's new president said on Tuesday.,normal
EPR,EPR Properties,20150407,UPDATE 2-Weak spots found in steel of Areva's French EPR reactor ,* Regulator has warned other countries where EPRs are built   (Adds EDF  Areva comment  background),topStory
XOM,Exxon Mobil Corporation,20150407,Shell seeking to buy BG in first oil super-merger in over a decade ,Royal Dutch Shell is in advanced talks to buy BG Group in the first oil super-merger since early 2000s to extend its global lead in gas production and close the gap with the world's biggest oil major U.S. ExxonMobil.,topStory
