ATVI,Activision Blizzard Inc,20131121,Vivendi has "significant" means to reward shareholders - CFO ,BARCELONA  Nov 21 Vivendi will have "significant" means to reward shareholders with buy-backs or dividends after it receives the proceeds from selling its stakes in video games publisher Activision Blizzard and Maroc Telecom  its finance chief said on Thursday.,topStory
MDRX,Allscripts Healthcare Solutions Inc,20131121,RESEARCH ALERT-Cerner  Medidata  Allscripts: Deutsche Bank starts with buy ,Nov 21 (Reuters) -:  * Cerner  Medidata  Allscripts  Athenahealth : Deutsche Bank starts with buy  * Medassets  Rite Aid  McKesson  Walgreen Co :,topStory
AMZN,Amazoncom Inc,20131121,Amazon tests techie comedy 'Betas' in original programming push ,LOS ANGELES When online retail giant Amazon decided to join Netflix and Hulu in the online original programming race  it didn't have to look further than its own tech backyard to find a world ripe for comedy.,topStory
AMZN,Amazoncom Inc,20131121,Amazon tests techie comedy 'Betas' in original programming push ,LOS ANGELES  Nov 21 When online retail giant Amazon decided to join Netflix and Hulu in the online original programming race  it didn't have to look further than its own tech backyard to find a world ripe for comedy.,normal
ARII,American Railcar Industries Inc,20131121,RESEARCH ALERT-American Railcar  Trinity Industries: Raymond James cuts to underperform ,Nov 21 (Reuters) -:  * American Railcar Industries Inc  Trinity Industries Inc :,topStory
AMGN,Amgen Inc,20131121,Amgen shares slip after analyst cites Kyprolis risks ,Shares of biotechnology company Amgen Inc  fell as much as 4 percent on Thursday amid concerns that data at an upcoming medical meeting will not help the competitive profile of its recently acquired blood cancer drug Kyprolis.,topStory
FOLD,Amicus Therapeutics Inc,20131121,RESEARCH ALERT-Amicus Therapeutics: JP Morgan cuts to neutral ,Nov 21 Amicus Therapeutics Inc :  * JP Morgan cuts to neutral from overweight For a summary of rating and price target changes on U.S. companies:   Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Thomson ONE users  type in RT/RCH/US    For a summary of rating and price target changes on Canadian companies:   Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Thomson ONE users  type in RT/RCH/CA,topStory
AAPL,Apple Inc,20131121,UPDATE 3-U.S. jury awards Apple $290 mln in retrial against Samsung ,SAN JOSE  Calif.  Nov 21 A U.S. jury awarded Apple Inc about $290 million in a damages retrial against Samsung Electronics Co Ltd  restoring a large chunk of a historic verdict the iPhone maker won last year.,topStory
AAPL,Apple Inc,20131121,AIMCo's head says BlackBerry proposals lacked a turnaround plan ,CALGARY  Alberta The head of one of Canada's top pension funds confirmed on Thursday his firm was involved in talks over a potential buyout of BlackBerry Ltd but said he never saw a business plan he was confident would turn around the once-dominant smartphone maker.,normal
AAPL,Apple Inc,20131121,AIMCo's head says BlackBerry proposals lacked a turnaround plan ,CALGARY  Alberta  Nov 21 The head of one of Canada's top pension funds confirmed on Thursday his firm was involved in talks over a potential buyout of BlackBerry Ltd  but said he never saw a business plan he was confident would turn around the once-dominant smartphone maker.,normal
AAPL,Apple Inc,20131121,U.S. jury awards Apple $290.45 mln in retrial against Samsung ,SAN FRANCISCO  Nov 21 A U.S. jury on Thursday awarded Apple Inc $290.45 million in a damages retrial against Samsung Electronics Co Ltd  the latest battle in global patent litigation between the two mobile giants.,normal
AAPL,Apple Inc,20131121,U.S. jury reaches verdict in Apple vs. Samsung damages retrial ,SAN JOSE  Calif.  Nov 21 A U.S. jury reached a verdict on Thursday in a damages retrial between Apple Inc  and Samsung Electronics Co Ltd  a court official announced  part of global patent litigation between the two.,normal
AAPL,Apple Inc,20131121,Einhorn touts Apple  Micron  still short on Green Mtn  Chipotle ,Nov 21 Greenlight Capital President David Einhorn said he has taken a stake in Micron Technology Inc  because the chipmaker stands to benefit from industry consolidation  and defended his investment in Apple Inc  by citing the company's software sales.,normal
AAPL,Apple Inc,20131121,House panel passes bill targeting 'patent trolls' ,WASHINGTON A U.S. congressional panel on Wednesday approved a bill targeting patent "trolls " companies that buy or license patents from others and then aggressively pursue licensing fees or file infringement lawsuits.,normal
ARCC,Ares Capital Corporation,20131121,BRIEF-GE Capital and Ares Capital increase available capital to senior secured loan program to $11 bln ,Nov 21 GE :  * Ge capital and Ares Capital increase available capital to senior secured loan,topStory
ADSK,Autodesk Inc,20131121,BRIEF-Autodesk reports third-quarter results ,Nov 21 Autodesk Inc :  * Reports third quarter results  * Q3 non-GAAP earnings per share $0.41  * Q3 GAAP earnings per share $0.25  * Q3 earnings per share view $0.39 -- Thomson Reuters I/B/E/S  * Q3 revenue $555 million versus I/B/E/S view $547.5 million  * Sees Q4 revenue $560 million - $580 million; GAAP EPS $0.09 - $0.16; non-GAAP,topStory
ADSK,Autodesk Inc,20131121,BRIEF-Autodesk shares last up 0.4 pct after the bell following results ,NEW YORK  Nov 21 Autodesk Inc :  * Shares traded both sides of unchanged after the bell following results and were last up 0.4 percent.,normal
BMLP,Bank Of Montreal,20131121,RESEARCH ALERT-Barclays raises price target on RBC  CIBC  BMO  others ,Nov 21 :  * Bank of Montreal : Barclays raises price target to C$71 from C$65;,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20131121,Barclays names new heads of Americas industrial group: memo ,NEW YORK Barclays Plc  has named Josh Connor and John Welsh as co-heads of its Americas industrial group  according to an internal memo to staff on Thursday.,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20131121,Barclays names new heads of Americas industrial group-memo ,NEW YORK  Nov 21 Barclays Plc has named Josh Connor and John Welsh as co-heads of its Americas industrial group  according to an internal memo to staff on Thursday.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20131121,RESEARCH ALERT-EverBank Financial: Barclays starts with overweight ,Nov 21 EverBank Financial Corp :  * Barclays starts with overweight rating; target price $21 For a summary of rating and price target changes on U.S. companies:   Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Thomson ONE users  type in RT/RCH/US    For a summary of rating and price target changes on Canadian companies:   Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Thomson ONE users  type in RT/RCH/CA,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20131121,RESEARCH ALERT-Imperva: Barclays starts with overweight rating ,Nov 21 :  * Imperva Inc : Barclays starts with overweight rating; target $55  * Fortinet Inc : Barclays starts with equal weight rating; target $21  * Check Point Software Technologies Ltd : Barclays starts with,normal
CSTE,Caesarstone Ltd,20131121,RESEARCH ALERT-Caesarstone: JP Morgan raises target price ,Nov 21 Caesarstone Sdot-Yam Ltd :  * JP Morgan raises target price to $51 from $49; rating overweight For a summary of rating and price target changes on U.S. companies:   Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Thomson ONE users  type in RT/RCH/US    For a summary of rating and price target changes on Canadian companies:   Reuters Eikon users  click on    Reuters 3000Xtra users  double-click    Thomson ONE users  type in RT/RCH/CA,topStory
CLMT,Calumet Specialty Products Partners LP,20131121,BRIEF-Calumet Specialty Products announces $225 mln private placement of notes ,Nov 21 Calumet Specialty Products Partners LP  :  *  Announces $225 million private placement of senior notes due 2022  * Source text for Eikon   * Further company coverage,topStory
CERN,Cerner Corporation,20131121,RESEARCH ALERT-Cerner  Medidata  Allscripts: Deutsche Bank starts with buy ,Nov 21 (Reuters) -:  * Cerner  Medidata  Allscripts  Athenahealth : Deutsche Bank starts with buy  * Medassets  Rite Aid  McKesson  Walgreen Co :,topStory
CYOU,Changyoucom Limited,20131121,BRIEF-Changyou to buy majority stake in social communication software provider Raidcall ,Nov 20 Changyou.Com Ltd :  * Changyou to acquire a majority stake in social communication software,topStory
BREW,Craft Brew Alliance Inc,20131121,BRIEF-Craft Brew Alliance announces CEO succession ,Nov 21 Craft Brew Alliance Inc :  * Announces CEO succession  * Says selected Andrew Thomas to serve as cb(a)'s CEO effective January 1  2014  * Says terry michaelson  co's current CEO  has,topStory
CYBE,CyberOptics Corporation,20131121,BRIEF-CyberOptics to cut global workforce by about 30 employees ,Nov 21 CyberOptics Corp :  * Says cutting global workforce by approximately 30 employees  * Sees severance and restructuring expense in Q4 associated with workforce,topStory
DEST,Destination Maternity Corporation,20131121,BRIEF-Destination Maternity Q4 GAAP earnings per share $0.42 ,Nov 21 Destination Maternity Corp :  * Reports record earnings for fiscal 2013  with earnings per share 22% higher,topStory
DLTR,Dollar Tree Inc,20131121,Analysts see value in Dollar Tree despite weak forecast ,Dollar Tree Inc  forecast current-quarter results below estimates after reporting disappointing quarterly same-store sales  but analysts said it was too early to write off the discount store chain that is fighting weak consumer spending.,topStory
DLTR,Dollar Tree Inc,20131121,CORRECTED-UPDATE 2-Analysts see value in Dollar Tree despite weak forecast ,(Corrects company name in headline to Dollar Tree from Dollar Store),normal
DLTR,Dollar Tree Inc,20131121,Dollar Tree profit falls 19 pct on weak comparable-store sales ,Nov 21 Dollar Tree Inc reported a 19 percent drop in quarterly profit due to weaker sales at stores open for more than a year  sending its shares down 5.3 percent in premarket trading.,normal
DLTR,Dollar Tree Inc,20131121,BRIEF-Dollar Tree shares down 5.3 pct premarket after results ,NEW YORK  Nov 21 Dollar Tree Inc :  * Shares down 5.3 percent in premarket trading after results,normal
DLTR,Dollar Tree Inc,20131121,BRIEF-Dollar Tree Q3 earnings per share $0.58 ,Nov 21 Dollar Tree Inc :  * Reports third quarter results  * Q3 earnings per share $0.58  * Sees Q4 2013 sales $2.25 billion to $2.31 billion  * Q3 same store sales rose 3.1 percent  * Q3 earnings per share view $0.60 -- Thomson Reuters I/B/E/S  * Q3 sales $1.88 billion versus I/B/E/S view $1.91 billion  * Sees Q4 2013 earnings per share $1.01 to $1.07  * Sees FY earnings per share $2.72 to $2.78  * Sees FY sales $7.86 billion to $7.92 billion  * Q4 earnings per share view $1.10  rev,normal
EDAP,EDAP TMS SA,20131121,BRIEF-EDAP TMS Q3 loss per share $0.02 ,Nov 21 Edap Tms SA :  * Reports third quarter 2013 results  * Q3 revenue $7.4 million versus $7.1 million  * Q3 loss per share EUR 0.02  * Qtrly loss per share $0.02  * Source text for Eikon   * Further company coverage,topStory
EVGN,Evogene Ltd,20131121,Shares of Israel's Evogene rise 12 percent in U.S. debut ,Nov 21 Shares of Evogene Ltd   rose about 12 percent in their U.S. market debut  valuing the plant biotechnology company at about $400 million.,topStory
EVGN,Evogene Ltd,20131121,BRIEF-Evogene prices US initial public offering at $14.75/shr ,Nov 20 Evogene Ltd :  * Prices its initial public offering in the United States  * Says offering of 5 million common shares priced at $14.75 per share  * Source text for Eikon   * Further company coverage,normal
EXPE,Expedia Inc,20131121,Court upholds New York City tax on hotel-booking companies ,ALBANY  New York A New York City occupancy tax on hotel-booking companies  such as Expedia Inc  was ruled constitutional by New York state's highest court on Thursday  the latest development in a legal battle playing out nationwide.,topStory
EXPE,Expedia Inc,20131121,Court upholds New York City tax on hotel-booking companies ,ALBANY  N.Y. A New York City occupancy tax on hotel-booking companies  such as Expedia Inc  was ruled constitutional by New York state's highest court on Thursday  the latest development in a legal battle playing out nationwide.,normal
FB,Facebook Inc,20131121,RESEARCH ALERT-Facebook  Monster Worldwide: FBR starts with outperform - Theflyonthewall.com ,Nov 21 :  * Facebook  Monster Worldwide : FBR starts with outperform - Theflyonthewall.com  * Gartner  LinkedIn : FBR starts with market perform -,topStory
FISV,Fiserv Inc,20131121,BRIEF-Fiserv declares two-for-one stock split ,Nov 21 Fiserv Inc :  * Declares two-for-one stock split * Source text for Eikon  * Further company coverage,topStory
GEOS,Geospace Technologies Corporation,20131121,BRIEF-Geospace Technologies reports Q4 earnings per share $1.05 ,Nov 21 Geospace Technologies Corp :  * Reports fiscal year 2013 results  * Q4 earnings per share $1.05  * Q4 earnings per share view $1.05 -- Thomson Reuters I/B/E/S  * Q4 revenue $68.3 million versus I/B/E/S view $64.9 million  * Source text for Eikon   * Further company coverage,topStory
LOPE,Grand Canyon Education Inc,20131121,Preview: Grand Canyon at Utah ,After dominating inferior competition in its first two contests  Utah faces an endurance challenge when it begins a stretch of three games over three days by hosting Grand Canyon on Thursday. The Utes  who also host Lamar on Friday and Savannah State on Saturday as part of the Global Sports Hoops Showcase  averaged 111 points in two victories. The game will feature two former NBA standouts who have gone on to the coaching ranks in Utah’s Larry Krystkowiak and Dan Majerle of Grand Canyon.,topStory
HAYN,Haynes International Inc,20131121,BRIEF-Haynes reports Q4 earnings of $0.32 per share ,Nov 21 Haynes International Inc :  * Reports fourth quarter and fiscal 2013 financial results  * Q4 earnings per share $0.32  * Q4 earnings per share view $0.31 -- Thomson Reuters I/B/E/S  * Q4 revenue $115.7 million versus I/B/E/S view $119 million  * Says backlog was $166.6 million at September 30  2013  a decrease of 12.1%,topStory
HOLX,Hologic Inc,20131121,Hologic adopts poison pill after Icahn reports stake ,Activist investor Carl Icahn disclosed a 12.63 percent stake in medical device maker Hologic Inc  prompting the company to adopt a shareholder rights plan  or "poison pill"  to protect itself from hostile takeovers.,topStory
HOLX,Hologic Inc,20131121,UPDATE 2-Hologic adopts poison pill after Icahn reports stake ,Nov 21 Activist investor Carl Icahn disclosed a 12.63 percent stake in medical device maker Hologic Inc   prompting the company to adopt a shareholder rights plan  or "poison pill"  to protect itself from hostile takeovers.,normal
HOLX,Hologic Inc,20131121,US STOCKS-Wall Street climbs on promising economic data ,* Hologic up on Icahn stake  pares gain on shareholders rights plan,normal
HOLX,Hologic Inc,20131121,US STOCKS-Wall St up as data offsets Fed taper concern ,* Hologic up on Icahn stake  pares gain on shareholders rights plan,normal
HOLX,Hologic Inc,20131121,US STOCKS-Wall St to rise as data offsets Fed taper concern ,* Hologic up on Icahn stake  pares gain on shareholders rights plan,normal
HOLX,Hologic Inc,20131121,Icahn reports 12.63 pct stake in medical device maker Hologic ,Nov 21 Activist investor Carl Icahn reported a 12.63 percent stake in medical device maker Hologic Inc   prompting the company to adopt a shareholder rights plan to protect itself from hostile takeovers.,normal
