TAPR,Barclays Inverse US Treasury Composite ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DLBL,Barclays PLC,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DTYL,Barclays PLC,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
CZR,Caesars Entertainment Corporation,20130830,Exclusive: U.S. pension funds press Caesars' private equity owners ,NEW YORK Some U.S. public pension funds are pressuring TPG Capital LP and Apollo Global Management LLC to share more of the fees they withdraw from loss-making casino operator Caesars Entertainment Corp  in a rare display of activism against private equity firms.,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DTUL,iPath US Treasury 2-year Bull ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DFVS,iPath US Treasury 5-year Bear ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DFVL,iPath US Treasury 5-year Bull ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
FLAT,iPath US Treasury Flattener ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
DLBS,iPath US Treasury Long Bond Bear ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
STPP,iPath US Treasury Steepener ETN,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
MSFT,Microsoft Corporation,20130830,Microsoft offers ValueAct president seat on board ,SEATTLE Microsoft Corp on Friday offered a seat on its board to the president of ValueAct Capital Management  the activist fund manager that pressed for the ouster of Microsoft Chief Executive Steve Ballmer and wanted a say on the software giant's strategy after taking a $2 billion stake earlier this year.,topStory
MSFT,Microsoft Corporation,20130830,UPDATE 3-Microsoft offers ValueAct president seat on board ,SEATTLE  Aug 30 Microsoft Corp on Friday offered a seat on its board to the president of ValueAct Capital Management  the activist fund manager that pressed for the ouster of Microsoft Chief Executive Steve Ballmer and wanted a say on the software giant's strategy after taking a $2 billion stake earlier this year.,normal
MSFT,Microsoft Corporation,20130830,Justice Department talks with Microsoft and Google stall ,WASHINGTON  Aug 30 The U.S. Department of Justice's talks with Microsoft Corp and Google Inc  have hit a wall as the government pushes back at the tech companies' demand for the ability to disclose the now-secret data requests they receive.,normal
MSFT,Microsoft Corporation,20130830,Microsoft gives ValueAct president option to join board ,Aug 30 Microsoft Corp said it signed an agreement with ValueAct Capital Management LP that provides the activist shareholder's president Mason Morfit an option to join Microsoft's board after the technology company's annual shareholder meeting.,normal
SBUX,Starbucks Corporation,20130830,Starbucks to get more Colombians drinking coffee  rival hopes ,BOGOTA The Juan Valdez cafe chain  owned by farmers and beloved by Colombians  expects the imminent arrival of Starbucks Corp to help it boost surprisingly low consumption of the beverage in a nation that grows much of the world's tastiest arabica.,topStory
VOD,Vodafone Group Plc,20130830,Deals of the day -- mergers and acquisitions ,Aug 30 The following bids  mergers  acquisitions and disposals were reported by 8:00 p.m. GMT on Friday:,topStory
VOD,Vodafone Group Plc,20130830,Vodafone investors split on best use of Verizon windfall ,LONDON Top investors in Vodafone Group  are set to clash over what the company should do with perhaps as much as $130 billion in proceeds from the sale of its stake in Verizon Wireless  which is expected to be announced imminently.,normal
VOD,Vodafone Group Plc,20130830,Energy stocks lead FTSE lower as oil price falls ,* Telecoms remain buoyant after Vodafone  Verizon talks   (Updates prices),normal
VOD,Vodafone Group Plc,20130830,Energy stocks lead FTSE lower as oil price falls ,LONDON  Aug 30 British stocks dropped on Friday in a broad-based sell-off  led by energy shares as the price of oil fell after Britain's parliament rejected the idea of taking part in any U.S.-led military action against Syria.,normal
VOD,Vodafone Group Plc,20130830,Vodafone investors split on best use of Verizon windfall ,* Verizon close to buying Vodafone's 45 pct of wireless JV,normal
VOD,Vodafone Group Plc,20130830,FTSE 100 runs out of energy as oil price falls on Syria ,LONDON  Aug 30 British stocks opened little changed on Friday although heavyweight energy shares were under pressure as the price of oil fell after the government's defeat in parliament over particpating in any U.S.-led military action against Syria.,normal
WIN,Windstream Holdings Inc,20130830,Fitch: Windstream's Formation of Holding Company Does Not Affect Rating ,(The following statement was released by the rating agency) CHICAGO  August 30 (Fitch) Fitch Ratings believes Windstream Corporation's  (Windstream) formation of a holding company is neutral to its credit profile.  Windstream's Issuer Default Rating (IDR) is 'BB+' and the Rating Outlook is  Negative.  Effective at 4 p.m. EDT Aug. 30  2013  Windstream Corporation will become a  subsidiary of Windstream Holdings  Inc.  through a conversion of Windstream's  common shares into the equivalent number ,topStory
AMOV,America Movil SAB de CV,20130830,America Movil threatens to scrap KPN takeover bid ,BRUSSELS/MEXICO CITY America Movil threatened to abandon its bid for Dutch telecom KPN on Friday  saying it has no plans to raise the 7.2 billion euro ($9.5 billion) offer  after a foundation representing KPN told the Mexican firm to improve its proposal or face a veto.,topStory
AMOV,America Movil SAB de CV,20130830,UPDATE 6-America Movil threatens to scrap KPN takeover bid ,BRUSSELS/MEXICO CITY  Aug 30 America Movil threatened to abandon its bid for Dutch telecom KPN on Friday  saying it has no plans to raise the 7.2 billion euro ($9.5 billion) offer  after a foundation representing KPN told the Mexican firm to improve its proposal or face a veto.,normal
AMOV,America Movil SAB de CV,20130830,Exclusive: America Movil says has no intention of raising KPN offer ,MEXICO CITY Mexican telecoms firm America Movil  on Friday hit out at efforts to make it improve its offer for Dutch peer KPN  saying it had been shown a lack of respect  and had no intention of raising its 7.2 billion-euro ($9.49 billion) bid.,normal
AMOV,America Movil SAB de CV,20130830,EXCLUSIVE-America Movil says has no intention of raising KPN offer ,MEXICO CITY  Aug 30 Mexican telecoms firm America Movil on Friday hit out at efforts to make it improve its offer for Dutch peer KPN  saying it had been shown a lack of respect  and had no intention of raising its 7.2 billion-euro ($9.49 billion) bid.,normal
AMOV,America Movil SAB de CV,20130830,EXCLUSIVE-America Movil says has no intention of raising KPN offer ,MEXICO CITY  Aug 30 Carlos Slim's telecoms company America Movil said on Friday it had no intention of raising its 7.2 billion euro ($9.49 billion) offer for Dutch peer KPN after a company foundation told the Mexican firm to make a higher bid  or it would veto the move.,normal
AMOV,America Movil SAB de CV,20130830,America Movil threatens to abandon KPN takeover bid ,BRUSSELS America Movil   threatened to abandon its 7.2 billion euro ($9.5 billion) bid for Dutch telecommunications group KPN  after a company foundation told the Mexican firm to make a higher offer or it would veto the bid.,normal
AMOV,America Movil SAB de CV,20130830,KPN foundation wants America Movil to make "fair bid" ,BRUSSELS  Aug 30 The independent foundation tasked with protecting the interests of KPN  stakeholders said it expected America Movil to make a fair bid for the group and install good corporate governance.,normal
AMOV,America Movil SAB de CV,20130830,BRIEF-America Movil: prepared to withdraw offer for KPN ,AMSTERDAM  Aug 30 America Movil SAB de CV :  * Says has taken note of the announcement by the board of the stichting,normal
AMX,America Movil SAB de CV,20130830,America Movil threatens to scrap KPN takeover bid ,BRUSSELS/MEXICO CITY America Movil threatened to abandon its bid for Dutch telecom KPN on Friday  saying it has no plans to raise the 7.2 billion euro ($9.5 billion) offer  after a foundation representing KPN told the Mexican firm to improve its proposal or face a veto.,topStory
AMX,America Movil SAB de CV,20130830,UPDATE 6-America Movil threatens to scrap KPN takeover bid ,BRUSSELS/MEXICO CITY  Aug 30 America Movil threatened to abandon its bid for Dutch telecom KPN on Friday  saying it has no plans to raise the 7.2 billion euro ($9.5 billion) offer  after a foundation representing KPN told the Mexican firm to improve its proposal or face a veto.,normal
AMX,America Movil SAB de CV,20130830,Exclusive: America Movil says has no intention of raising KPN offer ,MEXICO CITY Mexican telecoms firm America Movil  on Friday hit out at efforts to make it improve its offer for Dutch peer KPN  saying it had been shown a lack of respect  and had no intention of raising its 7.2 billion-euro ($9.49 billion) bid.,normal
AMX,America Movil SAB de CV,20130830,EXCLUSIVE-America Movil says has no intention of raising KPN offer ,MEXICO CITY  Aug 30 Mexican telecoms firm America Movil on Friday hit out at efforts to make it improve its offer for Dutch peer KPN  saying it had been shown a lack of respect  and had no intention of raising its 7.2 billion-euro ($9.49 billion) bid.,normal
AMX,America Movil SAB de CV,20130830,EXCLUSIVE-America Movil says has no intention of raising KPN offer ,MEXICO CITY  Aug 30 Carlos Slim's telecoms company America Movil said on Friday it had no intention of raising its 7.2 billion euro ($9.49 billion) offer for Dutch peer KPN after a company foundation told the Mexican firm to make a higher bid  or it would veto the move.,normal
AMX,America Movil SAB de CV,20130830,America Movil threatens to abandon KPN takeover bid ,BRUSSELS America Movil   threatened to abandon its 7.2 billion euro ($9.5 billion) bid for Dutch telecommunications group KPN  after a company foundation told the Mexican firm to make a higher offer or it would veto the bid.,normal
AMX,America Movil SAB de CV,20130830,KPN foundation wants America Movil to make "fair bid" ,BRUSSELS  Aug 30 The independent foundation tasked with protecting the interests of KPN  stakeholders said it expected America Movil to make a fair bid for the group and install good corporate governance.,normal
AMX,America Movil SAB de CV,20130830,BRIEF-America Movil: prepared to withdraw offer for KPN ,AMSTERDAM  Aug 30 America Movil SAB de CV :  * Says has taken note of the announcement by the board of the stichting,normal
APA,Apache Corporation,20130830,Apache sells Egyptian oil stake to Sinopec for $3.1 billion  forms global JV ,BANGALORE/HONG KONG U.S. oil and gas producer Apache Corp  is selling a 33 percent stake in its Egypt oil and gas business for $3.1 billion to state-owned Chinese oil giant Sinopec Group  reducing its exposure in the country amid the recent political unrest.,topStory
APA,Apache Corporation,20130830,UPDATE 1-Apache sells Egyptian oil stake to Sinopec for $3.1 bln  forms global JV ,BANGALORE/HONG KONG  Aug 30 U.S. oil and gas producer Apache Corp is selling a 33 percent stake in its Egypt oil and gas business for $3.1 billion to state-owned Chinese oil giant Sinopec Group  reducing its exposure in the country amid the recent political unrest.,normal
APA,Apache Corporation,20130830,Apache to sell stake in Egyptian oil and gas business for $3.1 bln ,Aug 29 Apache Corp said it would sell a 33 percent stake in its Egypt oil and gas business for $3.1 billion in cash to a unit of China Petrochemical Corp  scaling back its operations in the country amid the recent political unrest.,normal
T,AT&T Inc,20130830,AT&T eyes Vodafone post Verizon deal: report ,AT&T Inc  will examine Vodafone Group Plc's  remaining assets after Verizon Communications  buys out the British mobile carrier's stake in Verizon Wireless  Bloomberg reported  citing people familiar with the matter.,topStory
T,AT&T Inc,20130830,UPDATE 1-AT&T eyes Vodafone post Verizon deal-report ,Aug 30 AT&T Inc will examine Vodafone Group Plc's remaining assets after Verizon Communications buys out the British mobile carrier's stake in Verizon Wireless  Bloomberg reported  citing people familiar with the matter.,normal
T,AT&T Inc,20130830,AT&T eyes Vodafone post Verizon deal-report ,Aug 30 AT&T Inc will examine Vodafone Group Plc's remaining assets after Verizon Communications buys out the British mobile carrier's stake in Verizon Wireless  Bloomberg reported  citing people familiar with the matter.,normal
BCS,Barclays PLC,20130830,MOVES-London Metal Exchange  Barclays  Old Mutual ,Aug 30 The following financial services industry appointments were announced on Friday. To inform us of other job changes  email to moves@thomsonreuters.com.,topStory
CBS,CBS Corporation,20130830,CBS ad enlists football stars in bid to end Time Warner blackout ,CBS Corp aired ads in three major U.S. markets this week urging fans to switch television providers before the start of the professional and college football seasons to pressure Time Warner Cable Inc to end a month-long blackout over fee increases.,topStory
CHK,Chesapeake Energy Corporation,20130830,Insight: To cut natural gas costs  Chesapeake pumps up royalty deductions ,SAYRE  Pennsylvania As the natural gas industry struggles to cope with depressed prices  Chesapeake Energy Corp has begun shifting a much larger share of transportation and marketing costs to the owners of Pennsylvania land it leases.,topStory
DAL,Delta Air Lines Inc,20130830,Delta  Virgin Atlantic receive tentative antitrust immunity for alliance ,NEW YORK  Aug 30 Delta Air Lines Inc and Virgin Atlantic Airways Ltd are on track to receive immunity from U.S. antitrust laws to operate a planned trans-Atlantic joint venture.,topStory
DB,Deutsche Bank AG,20130830,Mickelson flirts with 59  shares Deutsche Bank lead ,NORTON  Massachusetts A red-hot Phil Mickelson fired a brilliant front-nine 28 on Friday that gave him a share of the first-round lead at the Deutsche Bank Championship on Friday.,topStory
DB,Deutsche Bank AG,20130830,On-fire Mickelson has eye on Player of the Year award ,NORTON  Massachusetts Phil Mickelson  fresh off a solid start at the Deutsche Bank Championship on Friday  said he has his sights on the PGA Tour Player of the Year award but knows a FedExCup title is needed to reach that goal.,normal
DB,Deutsche Bank AG,20130830,Back pain eases but Woods can't keep pace with Mickelson ,NORTON  Massachusetts Tiger Woods appeared untroubled by recent back pains but was disappointed with a three-under par round 68 on a low scoring day at the Deutsche Bank Championship at TPC Boston on Friday.,normal
EOG,EOG Resources Inc,20130830,EOG Resources says Texas well fire nearly out ,HOUSTON  Aug 30 EOG Resources Inc said on Friday that an Eagle Ford shale oil well fire that has burned since a blowout on Wednesday was nearly out as crews worked to cap it.,topStory
F,Ford Motor Company,20130830,Ford Romania to stop production for one week in Sept ,BUCHAREST  Aug 30 The Romanian unit of Ford Motor Co will stop production for one week next month to adjust to weak European market demand  it said on Friday.,topStory
GEH,General Electric Capital Corporation,20130830,GE plans to exit U.S. retail lending ,General Electric Co  plans to spin off the U.S. consumer lending operations of its finance arm GE Capital  as the conglomerate moves to focus on its core industrial operations  a person familiar with the matter said.,topStory
